"claim","verdict","summary","source","link"
"""Elon Musk anuncia su primera novia (un robot con inteligencia artificial)"".","false","Tech 4 Peace, un medio de verificación iraquí, signatario de la Red Internacional de Verificación de Hechos, también reportó que la imagen de Musk con la supuesta robot fue creada con inteligencia artificial. La imagen de Musk sentado en un restaurante con una robot humanoide no es real y no hay pruebas de que él anunció ""su primera novia (un robot con inteligencia artificial)"". El 15 de enero Musk publicó un video en X de uno de los humanoides doblando ropa.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/14/instagram-posts/imagen-de-elon-musk-con-novia-robot-es-falsa-se-or/"
"Kamala Harris posted about banning Barron Trump’s friend from X because he wore a “Biden Loves Minors” shirt.","false","But Vice President Kamala Harris did not demand Loudon’s banning from social media for wearing a ""Biden Loves Minors"" shirt, as social media users have claimed. We rate the claim that Harris posted about banning Barron Trump’s friend from X because he wore a ""Biden Loves Minors"" shirt False. Harris has not deleted any posts on her X account in the past 30 days, data collected by Social Blade, a social media analytics website, showed.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/14/instagram-posts/no-kamala-harris-did-not-insult-barron-trumps-17-y/"
"Video shows former President Donald Trump freezing up.","false","Thank you, thank you very much, thank you. Thank you. Thank you.""","Threads posts","https://www.politifact.com/factchecks/2024/aug/14/threads-posts/trump-didnt-suddenly-freeze-he-was-reacting-to-a-m/"
"Video muestra policías entrando en una casa en Inglaterra ""por comentarios en redes sociales"".","false","El comunicado incluye un video mostrando varias de las casas a las que entraron, la puerta en una de ellas se parece a la del video en Instagram. Fleur Armitage, una portavoz de la Policía de Gran Manchester, le dijo a PolitiFact que el video en Instagram no muestra lo que la publicación dice. El 29 de julio en la ciudad de Southport, en el noroeste de Inglaterra, tres niñas fueron apuñaladas mortalmente y cinco menores y dos adultos fueron heridos gravemente en un centro comunitario, según la policía local.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/14/instagram-posts/este-video-es-de-redada-por-trafico-de-drogas-en-i/"
"“During Covid, Tim Walz rationed access to monoclonal antibody treatments based on skin color.”","barely-true","Minnesota later designed a scoring system first used in December 2021 that assigned people points, on a scale of zero to 25, based on categories of clinical risk from COVID-19, The program used the Mayo Clinic’s Monoclonal Antibody Screening Score, but added categories for pregnant women and Black, Indigenous and people of color as risk factors. Minnesota’s health department cited the FDA’s guidance in 2021 emergency-use approvals for monoclonal antibody treatments that ""in addition to certain underlying health conditions, race and ethnicity ""may also place individual patients at high risk for progression to severe COVID-19."" Kirk’s claim that Minnesota rationed health care by skin color has elements of truth in that a scoring system awarded patients who were Black, Indigenous or people of color 2 points, the same as patients with diabetes or cardiovascular disease and more than a patient with hypertension.","Charlie Kirk","https://www.politifact.com/factchecks/2024/aug/14/charlie-kirk/did-tim-walz-discriminate-against-white-people-cla/"
"JD Vance “literally wrote the foreword for the architect of the Project 2025 agenda.""","true","Walz said Vance ""literally wrote the foreword for the architect of the Project 2025 agenda."" Vance wrote the forward for a book authored by Roberts, the Heritage Foundation’s president and a Project 2025 leader. Vance literally, literally wrote the foreword for the architect of the Project 2025 agenda,"" Walz said Aug. 6 in Philadelphia, as Vice President Kamala Harris stood behind him.","Tim Walz","https://www.politifact.com/factchecks/2024/aug/14/tim-walz/jd-vance-wrote-the-foreword-for-project-2025s-kevi/"
"Minnesota Gov. Tim Walz “forced schools to stock tampons in boys’ bathrooms.”","barely-true","In 2023, Walz signed a law requiring schools provide access to menstrual products in bathrooms regularly used by students in grades 4 to 12, according to a plan school districts will create. For example, the law would allow a school administrator who knows there are trans or nonbinary students who only use the boys’ restrooms to provide menstrual products in those bathrooms, she said. Searching the Nexis news database, we found no reports that menstrual products are being provided currently in boys’ restrooms in any Minnesota school district.","Jesse Watters","https://www.politifact.com/factchecks/2024/aug/13/jesse-watters/claim-that-gov-tim-walz-forced-schools-to-stock-ta/"
"Craigslist ad shows “every single person” at Kamala Harris’ Arizona rally was paid.","false","We rate the claim that a Craigslist ad shows ""every single person"" at Kamala Harris’ Arizona rally was paid False. An image of a Craigslist ad then appears with the title, ""Actors needed (Phoenix Convention Center)."" A Harris-Walz campaign spokesperson told PolitiFact that their ""campaign does not pay people to attend rallies, including the recent rally in Arizona,"" adding that the event was open to the public and people could RSVP until the event reached capacity.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/13/instagram-posts/the-audience-at-harris-arizona-rally-was-not-made/"
"Photo of Kamala Harris’ Aug. 7 rally near Detroit was AI-generated and “there was nobody there.” Attendees pictured “didn’t exist.”","pants-fire","Supporters listen Aug. 7, 2024, as Democratic presidential nominee Vice President Kamala Harris speaks at a campaign rally in Romulus, Michigan. ""This is an actual photo of a 15,000-person crowd for Harris-Walz in Michigan,"" the Harris campaign wrote in an Aug. 11 X post, sharing the contested photo. Lavora Barnes, Michigan’s Democratic Party chair, shared a photo on X of herself addressing the Aug. 7 crowd and joked about Trump’s AI-generated crowd claim.","Donald Trump","https://www.politifact.com/factchecks/2024/aug/12/donald-trump/why-trumps-claim-that-the-harris-campaign-used-ai/"
"Says Tim Walz said he carried weapons in war, but “he has not spent a day in a combat zone.”","true","But was what Vance said about Walz not carrying weapons in combat accurate? Vance said that Walz said he carried weapons in war, but ""he has not spent a day in a combat zone."" Vance attacked Tim Walz on military record.","JD Vance","https://www.politifact.com/factchecks/2024/aug/12/jd-vance/walzs-2018-statement-implied-he-carried-weapons-in/"
"El gobernador de Minnesota, Tim Walz, firmó una ley dando educación universitaria gratuita “a los inmigrantes ilegales”.","mostly-true","El segundo proyecto de ley transfirió $5 millones de ese dinero a un programa diferente de becas de matrícula universitaria para estudiantes que estuvieron en el sistema de hogares de acogida. Walz firmó dos proyectos de ley de educación superior en 2023 y 2024 que cubren los costos de matrícula en las universidades públicas de Minnesota para estudiantes cuyas familias ganan menos de $80,000 al año. Esta es la historia resumida: Walz firmó en ley un programa de becas que cubre la matrícula en las universidades públicas de Minnesota para los estudiantes que cumplan las restricciones de ingresos familiares.","Lindsey Graham","https://www.politifact.com/factchecks/2024/aug/12/lindsey-graham/tim-walz-firmo-ley-dando-matricula-universitaria-g/"
"“I went down in a helicopter with (Willie Brown). We thought maybe this is the end. We were in a helicopter going to a certain location together and there was an emergency landing.”","pants-fire","Former President Donald Trump’s tale of an emergency helicopter landing unraveled after one of its main characters, former San Francisco Mayor Willie Brown, told news outlets it never happened. Trump did fly on a helicopter with a different Democrat named Brown — former California Gov. Although we found no news articles about a helicopter crash or emergency landing involving Trump and Brown, we discovered a report about one treacherous helicopter trip involving the former mayor.","Donald Trump","https://www.politifact.com/factchecks/2024/aug/09/donald-trump/trumps-unproven-story-about-willie-brown-and-a-har/"
"Says Minnesota Gov. Tim Walz had his stomach pumped “after overingesting horse semen.”","pants-fire","Although there is a West Point News in West Point, Nebraska, we didn’t find a West Point Daily News. We also found no West Point General Hospital in West Point, Nebraska, or evidence of a Dr. Amanda Thompson who worked there. The photo that appears in the purported stomach-pumping story has been used in connection with his time teaching there at Mankato West High School.","Viral image","https://www.politifact.com/factchecks/2024/aug/09/viral-image/story-about-gov-tim-walz-getting-his-stomach-pumpe/"
"Photo shows former President Donald Trump “asleep at the 2017 NATO summit.”","false","We rate claims this photo shows Trump sleeping at the 2017 NATO summit False. ""Remember that time when Trump fell asleep at the 2017 NATO summit? An old photo of former President Donald Trump, sitting with his head bowed, is being shared anew on social media and presented as evidence that he was caught sleeping at a 2017 NATO summit in Brussels, Belgium.","Viral image","https://www.politifact.com/factchecks/2024/aug/09/viral-image/you-can-sleep-on-this-claim-that-former-president/"
"“Mike Tyson says he’s willing to box Olympic DUDE with all proceeds to go to a battered women’s charity.”","false","""Mike Tyson says he’s willing to box Olympic DUDE with all proceeds to go to a battered women’s charity,"" an Aug. 2 Threads post said, sharing side-by-side photos of Tyson Khelif. The Boxing Unit, which the International Olympic Committee set up and which handled eligibility for boxing at the 2024 Paris Olympics, affirmed Khelif could compete. But the International Olympic Committee no longer recognizes the International Boxing Association.","Threads posts","https://www.politifact.com/factchecks/2024/aug/09/threads-posts/mike-tyson-didnt-say-hed-box-algerian-imane-khelif/"
"Says his Jan. 6, 2021, speech on the White House Ellipse drew the “same number of people,” as the 1963 March on Washington where Martin Luther King Jr. gave his “I Have a Dream” speech.","false","(AP)   The question that triggered Trump’s crowd-size answer was about Jan. 6, and Trump called it ""the biggest crowd I’ve ever spoken to."" Describing his speech to supporters on Jan. 6, 2021, Trump said he spoke to the ""same number of people, if not, we had more"" than King’s 1963 ""I Have a Dream"" speech. Here is an image of the crowd during King’s speech: A crowd near the Reflecting Pool listens to Martin Luther King Jr. and other speakers during the March on Washington in 1963.","Donald Trump","https://www.politifact.com/factchecks/2024/aug/09/donald-trump/trumps-false-mlk-speech-jan-6-crowd-size/"
"“Caitlin Clark declines $1 million offer from ABC to appear on ‘The View.’”","false","""BREAKING: Caitlin Clark declines $1 million offer from ABC to appear on ‘The View,’"" an Aug. 5 Facebook post said. We rate claims Clark turned down a $1 million ""The View"" appearance False. The Facebook post resharing the claim did not label it as satire.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/09/facebook-posts/caitlin-clark-didnt-turn-down-a-1-million-appearan/"
"Image shows Hitler in similar scene as Trump.","false","We rate the claim that this image shows Hitler in a similar scene as Trump False. Hitler survived assassination attempts but the Threads post’s image of him is altered. The original photo shares no resemblance to the image of Trump on July 13.","Threads posts","https://www.politifact.com/factchecks/2024/aug/09/threads-posts/this-photo-of-hilter-was-altered-to-resemble-a-tru/"
"""Tim Walz firmó una ley para dar licencia de conducir a inmigrantes ilegales en Minnesota"".","true","La ley entró en vigor el 1 de octubre de 2023. La población de Minnesota es de unos 5.7 millones de habitantes. obtener una licencia de conducir estándar o tarjeta de identificación de Minnesota.","Byron Donalds","https://www.politifact.com/factchecks/2024/aug/09/byron-donalds/tim-walz-firmo-ley-que-permite-a-inmigrantes-ilega/"
"""El crimen violento aumentó bajo Donald Trump"".","half-true","Después de disminuir durante los primeros tres años de la presidencia de Trump, el aumento de la tasa de crímenes violentos en 2020 (su último año del republicano en el cargo) fue lo suficientemente grande como para borrar las disminuciones de los años anteriores de su mandato. Sin embargo, incluso considerando el repunte de 2020, la tasa de crímenes violentos en el último año de Trump fue aún más baja que en el último año de su predecesor, el presidente demócrata Barack Obama. La última parte de la declaración de Walz se refería a la condena de Trump en mayo de 2024 por 34 cargos de falsificación de registros comerciales en un esquema para encubrir un pago de dinero secreto a la actriz porno Stormy Daniels previo a las elecciones presidenciales de 2016.","Tim Walz","https://www.politifact.com/factchecks/2024/aug/09/tim-walz/tenia-razon-tim-walz-al-decir-que-los-crimenes-vio/"
"""Tim Walz signed into law driver's licenses for illegal immigrants in Minnesota.""","true","On March 7, 2023, as Minnesota governor, Walz signed H.F. 4, a bill that expanded access to driver’s licenses to people in the state, regardless of their immigration status. Walz signed a bill in 2023 expanding access to driver’s licenses regardless of immigration status in Minnesota. Tim Walz signed law giving some Minnesota students, including migrants, free in-state tuition","Byron Donalds","https://www.politifact.com/factchecks/2024/aug/09/byron-donalds/yes-tim-walz-signed-a-law-letting-immigrants-illeg/"
"Minnesota Gov. Tim Walz signed “legislation giving free college … to illegal immigrants.”","mostly-true","Students who are illegally in the U.S. can apply for this tuition aid if they have attended a Minnesota school for at least three years, graduated or received a GED certificate in Minnesota and satisfied other requirements for income and maintaining their school’s GPA standards. The short story: Walz signed a scholarship program into law that covers tuition at Minnesota public colleges and universities for students who meet family income restrictions. In the 2021-22 school year, 314 Minnesotan students received financial aid through the Minnesota Dream Act.","Lindsey Graham","https://www.politifact.com/factchecks/2024/aug/09/lindsey-graham/gov-tim-walz-signed-law-giving-some-minnesota-stud/"
"“When Tim Walz was asked by his country to go to Iraq, do you know what he did? He dropped out of the Army and allowed his unit to go without him.”","barely-true","The Minnesota National Guard said the battalion then received an official order about mobilizing for deployment to Iraq in July 2005, after Walz retired. Walz retired from the Minnesota National Guard in May 2005. Al Bonnifield, who served with Walz in the Minnesota National Guard, told Minnesota Public Radio in 2018 that Walz weighed his retirement from the guard and congressional run ""very heavy.""","JD Vance","https://www.politifact.com/factchecks/2024/aug/09/jd-vance/jd-vance-attacked-tim-walz-on-military-record-his/"
"“In 2021, Minnesotans were roughly five times more likely to move to Florida than vice versa” because they were “fleeing” the state under Democratic Gov. Tim Walz.","half-true","In 2021, almost four times as many Minnesotans moved to Florida than Floridians moved to Minnesota in 2021. DeSantis’ office, pointing to U.S. Census data, said that over 2021-22, ""up to five people moved to Florida from Minnesota for every person moving out of Florida to Minnesota."" Stefan Rayer, director of the University of Florida’s Population Program in the Bureau of Economic and Business Research, reviewed 2021 Census data and calculated that about 10,156 people moved from Minnesota to Florida and about 2,712 from Florida to Minnesota — a net gain of 7,444 people for Florida.","Ron DeSantis","https://www.politifact.com/factchecks/2024/aug/08/ron-desantis/more-minnesotans-move-to-florida-than-vice-versa-b/"
"A plane crashed into the Milad Tower, July 31, 2024.","false","A Facebook post shows a video of a plane seemingly crashing into a tower and exploding. PolitiFact found no credible media reports of a plane crashing into Milad Tower in 2024. On his Instagram and TikTok accounts we found the same video of the plane crashing into a tower, posted July 13.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/08/facebook-posts/this-video-was-computer-generated-it-doesnt-show-a/"
"""Actornautas aparecen en los videos de la NASA desde hace años mostrando el set de filmación en el supuesto alunizaje”.","false","Una publicación en Facebook dice que un video muestra que el primer aterrizaje a la Luna  de la NASA fue un engaño. El primer aterrizaje a la Luna si sucedió bajo la misión de Apollo 11 y el video de una supuesta actuación no es de la NASA, sino que fue creado como broma. ""ACTORNAUTAS aparecen en los videos de la NASA desde hace años mostrando el set de filmación en el supuesto alunizaje"", dice la publicación del 26 de mayo.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/08/facebook-posts/no-este-video-no-muestra-que-la-nasa-fingio-el-ate/"
"In negotiating releases of Americans held abroad, “(I) gave the opposing country NOTHING — and never any cash.”","barely-true","In one instance, the U.S. agreed to pay money to North Korea for the release of a U.S. citizen, but a White House official said the money was never sent. However, Bolton, who was not working in the Trump administration at the time of Warmbier’s release, said the U.S. ""absolutely"" did not pay North Korea any money for the release. National Security Adviser Jake Sullivan said the U.S. did not exchange money in the deal.","Donald Trump","https://www.politifact.com/factchecks/2024/aug/07/donald-trump/donald-trump-released-prisoners-dropped-charges-wh/"
"In Pompano Beach, Florida, Somali immigrants illegally in the U.S. were in line to get driver’s licenses and “all you need to vote is a driver's license.”","false","A video shared on social media claimed to show Somali immigrants in line to get driver’s licenses in Pompano Beach, Florida, and said, ""All you need to vote is a driver's license."" A video shared across social media showed what it said were hundreds of Somalis illegally in the U.S. lined up to get driver’s licenses in south Florida. Florida law prohibits immigrants in the U.S. illegally from getting driver’s licenses.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/07/instagram-posts/video-spreads-misinformation-about-immigrants-in-t/"
"“Violent crime was up under Donald Trump.”","half-true","But in 2020, the violent crime rate spiked to 385.2 per 100,000 people — higher than any previous year under Trump. Even accounting for the 2020 spike, the violent crime rate in Trump’s final year was still lower than it was during the final year of his predecessor, President Barack Obama. However, the violent crime rate in Trump’s final year was still slightly lower than it was during the final year of his predecessor, Obama.","Tim Walz","https://www.politifact.com/factchecks/2024/aug/07/tim-walz/was-tim-walz-right-that-violent-crime-was-up-under/"
"President Joe Biden walked “onto an empty airplane for no reason.”","false","We rate claims that Biden boarded an empty plane for no reason False. As fact-checking website Snopes reported, a Black Star Network livestream of Biden and Harris greeting the Americans shows someone on the plane after Biden disembarks again. Biden later boarded the plane that had brought the prisoners to Maryland, setting off a chorus of claims questioning the president’s movements.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/07/instagram-posts/president-joe-biden-didnt-board-an-empty-plane-aft/"
"“Police found human remains and evidence of cannibalism” at Oprah Winfrey’s home.","pants-fire","More than seven months later, a screenshot of one response is being shared on other social media platforms: ""That time police found human remains and evidence of cannibalism in her LA home that she sold in 2013."" ""why are ppl actually believing this … y’all believe anything""  We rate claims police found evidence of cannibalism and human remains at Winfrey’s home Pants on Fire! We looked for news stories, police reports and other credible sources to corroborate this claim but found none.","Viral image","https://www.politifact.com/factchecks/2024/aug/07/viral-image/police-didnt-find-human-remains-and-cannibalism-ev/"
"“Michael Jordan rejects $400 million Disney offer, stating, ‘I do not collaborate with companies aligned with woke ideologies.’”","false","""Breaking: Michael Jordan Rejects $400 Million Disney Offer, Stating ‘I Do Not Collaborate With Companies Aligned With Woke Ideologies’ In Bold Move,"" an Aug. 3 Facebook post said. Former NBA and ""Space Jam"" star Michael Jordan didn’t decry The Walt Disney Co., despite a claim bouncing around the internet. In 2023, fact-checkers checked a similar claim that Jordan had turned down a $120 million ad campaign with Disney.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/07/facebook-posts/space-sham-nba-star-michael-jordan-didnt-slam-disn/"
"“Scientists at Exeter University have reconstructed this 3D model of how Moses might have looked.”","false","In 2022, PolitIFact fact-checked a claim that Stanford University scientists published a 3D image of what Joseph of Nazareth might have looked like: a rendering of André René Roussimof, a French former professional wrestler and actor known as Andre the Giant. ""Scientists at Exeter University have reconstructed this 3D model of how Moses might have looked,"" the July 31 post said. We found nothing on the website of the University of Exeter, in the United Kingdom, to support the claim that scientists there rendered a 3D model of Moses.","Viral image","https://www.politifact.com/factchecks/2024/aug/07/viral-image/moses-wasnt-a-professional-wwe-wrestler-despite-wh/"
"During the 2020 Minnesota riots after George Floyd’s murder, Gov. Tim Walz didn’t call in the National Guard, “so, I sent in the National Guard to save Minneapolis.”","false","Trump said that during the 2020 Minnesota riots, Walz didn’t call in the National Guard. Frey said he called Walz on the evening of May 27, 2020, asking him to send in the National Guard and Walz said he would consider it. However, Walz spokesperson Teddy Tschann wrote in a statement to CNN in 2020 that Walz ""activated the Minnesota National Guard at the request of the Mayors of Minneapolis and St. Paul, before he talked to the White House.""","Donald Trump","https://www.politifact.com/factchecks/2024/aug/07/donald-trump/trump-said-that-gov-tim-walz-didnt-call-in-the-nat/"
"“Elon Musk calls for ban on ‘The View,’ ‘I’d rather walk barefoot on hot asphalt than watch ‘The View.’”","false","We found no evidence, such as credible news reports or public statements from Musk or ""The View,"" that he is seeking to ban the show from television. Now circulating on social media: purported ""breaking"" news that ""Musk calls for ban on ‘The View’"" and said, ""I’d rather walk barefoot on hot asphalt than watch ‘The View.’"" A July 27 Facebook post sharing the claim was flagged as part of Meta’s efforts to combat false news and misinformation on its News Feed. The blog describes itself as a source of ""fake news stories.""","Facebook posts","https://www.politifact.com/factchecks/2024/aug/07/facebook-posts/claims-elon-musk-called-to-ban-the-view-originated/"
"Kamala Harris “supports mandatory gun confiscation.”","barely-true","Trump said Harris ""supports mandatory gun confiscation."" We asked the Harris campaign whether she still supports mandatory assault weapons buybacks. While running in the 2019 presidential primary, Harris said, ""I support a mandatory gun buyback program"" for assault weapons.","Donald Trump","https://www.politifact.com/factchecks/2024/aug/07/donald-trump/kamala-harris-once-backed-mandatory-assault-weapon/"
"Donald Trump “intends to cut” Medicare.","barely-true","In his 2024 campaign, Trump has made clear that his Medicare policy is to make no cuts. As president, though, Trump regularly proposed policies that would have reduced Medicare spending. During the 2024 presidential campaign, Trump has repeatedly said he would not cut Medicare.","Kamala Harris","https://www.politifact.com/factchecks/2024/aug/07/kamala-harris/kamala-harris-says-donald-trump-intends-to-cut-med/"
"Eric Hovde “wants to repeal the Affordable Care Act, and kick millions off their health insurance.”","true","Baldwin said Hovde ""wants to repeal the Affordable Care Act, and kick millions off their health insurance."" On the health care page, Hovde doesn’t explicitly say he wants to repeal the Affordable Care Act, rather that the health care system is ""deeply flawed and in need of reform."" Does Hovde want to repeal the Affordable Care Act, also known as Obamacare?","Tammy Baldwin","https://www.politifact.com/factchecks/2024/aug/07/tammy-baldwin/does-gop-senate-candidate-eric-hovde-want-to-repea/"
"Tim Walz “changed the Minnesota flag so it could resemble the Somalian flag.”","false","He said of the new flag, ""We've evolved into a more diverse state and I think it's more reflective of that,"" according to a May report by WCCO-TV, a CBS News affiliate.. Simon, in a December commission meeting before the final design was chosen, spoke about complaints about the flag design proposals’ resemblance to other countries’ flags; he noted that Iowa’s state flag bears a resemblance to the French flag and Texas’ state flag is similar to Chile’s. But Walz played no role in a state commission’s monthslong process to choose a new design for the state flag and logo, other than appointing three commission members. Many of those claims were based on proposed Minnesota flag designs and not on the state flag’s final design.","X posts","https://www.politifact.com/factchecks/2024/aug/06/tweets/tim-walz-didnt-pick-minnesotas-new-flag-and-its-de/"
"“Elon Musk backs Caitlin Clark, offers $10 million endorsement.”","false","""We post SATIRE, nothing on this page is real,"" the SpaceX Fanclub Facebook account page says. ""Elon Musk backs Caitlin Clark, offers $10 million endorsement: ‘I support you, Caitlin Clark,’"" a recent Facebook post said. This claim originated on a self-described satire site and corresponding Facebook account, SpaceX Fanclub.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/06/facebook-posts/claims-elon-musk-endorsed-caitlin-clark-originated/"
"Kamala Harris’ X post said the Olympics’ opening ceremony “made France look great! America, this is what we need to strive towards!”","false","A July 28 X post that included a screenshot of what appeared to be a Harris X post that said, ""What an impressive show by all of these beautiful and diverse people at the Opening Ceremony of The Olympics! But Harris didn’t post on X with that, or anything else, reacting to the Olympics’ opening ceremony. The fabricated post shows three scenes screenshotted from the July 26 opening ceremony.","Social Media","https://www.politifact.com/factchecks/2024/aug/06/social-media/kamala-harris-didnt-praise-the-olympics-opening-ce/"
"Photo shows Israeli swimmers protesting Olympic rules by spelling out “bring them home.”","false","The Israeli artistic swimming team also shared the image on Instagram that day. We rate claims this photo shows Israel’s national swimming team protesting Olympic rules False. Spiegel, who also didn’t respond to PolitiFact’s questions about the post, told Agence France-Presse that it was ""a fake news story.""","Facebook posts","https://www.politifact.com/factchecks/2024/aug/06/facebook-posts/photo-of-israeli-swimmers-predates-the-paris-games/"
"“Nowhere on her birth certificate does it say that she is BLACK OR AFRICAN. … Kamala Harris is NOT black and never has been.”","false","Loomer claimed a birth certificate proves Harris is not Black and never has been because it doesn’t say she is Black or African. The birth certificate does not address Kamala Harris’ race. But Harris’ birth certificate did not include information about her race.","Laura Loomer","https://www.politifact.com/factchecks/2024/aug/06/laura-loomer/birth-certificate-doesnt-list-kamala-harris-race-b/"
"""Since Vice President Harris and I took office … incomes have risen faster than prices.""","mostly-true","This distinction matters because if Biden had said ""wages"" had exceeded inflation since he took office, he would have been wrong. After adjusting for inflation, per capita personal income after taxes has risen modestly, once you remove the temporary influx of pandemic-era stimulus cash that distorts the data for January 2021, Biden’s first month in office. ""Since Vice President Harris and I took office, our economy has created nearly 16 million jobs, average unemployment has been lower than during any administration in 50 years, and incomes have risen faster than prices,"" Biden said in an Aug. 2 statement.","Joe Biden","https://www.politifact.com/factchecks/2024/aug/06/joe-biden/have-incomes-outpaced-inflation-since-joe-biden-to/"
"Video shows a “strong tornado in Atlanta.”","false","A EF2 tornado touched down in Atlanta in April — at night, in the dark — and none of the clips in the Facebook post, all recorded in daylight, show the Georgia twister. We rate claims these clips show a tornado in Atlanta False. The caption of the July 21 Facebook post sharing the video: ""Strong tornado in Atlanta USA.""","Viral image","https://www.politifact.com/factchecks/2024/aug/05/viral-image/dont-get-it-twisted-this-tornado-video-doesnt-show/"
"Says Simone Biles “announces retirement” and “reveals she is ‘expecting a baby.’”","false","Even before her final performance Aug. 5 in the Paris Games, a floor routine that netted her the silver medal, a Facebook post claimed that Biles had announced her retirement and said she was pregnant. Simone Biles is the most decorated gymnast in history and she finished the 2024 Olympics with three gold medals and one silver. ""Just Reported that America’s most decorated Olympic gymnast of all time, Simone Biles Announces Retirement at 27 After Securing Gold at Paris Olympics, Reveals she is ‘expecting a baby’ with her husband, Jonathan Owens.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/05/facebook-posts/simone-biles-didnt-announce-her-retirement-or-a-pr/"
"Olympic air pistol shooting medalist took up the sport during his divorce and told his ex-wife from the podium, “I want my dog back.”","false","Along with the jokes, one story about Dikec making the rounds on social media claims he had a dark backstory to his shooting prowess. One Facebook post shared side-by-side photos of Dikec shooting at the Olympics next to one of him at home with the cat. But the tall tale came from a satirical account called The Sportsmemery, which shared the fake Dikec story in an Aug. 1 post that it described as satire, something the other posts sharing the story omitted.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/05/instagram-posts/olympic-shooting-stars-origin-story-about-messy-di/"
"""Samsung drops out of $1 billion advertising campaign with Olympics.""","false","We rate the claim that Samsung has withdrawn sponsorship for the Olympics False. ""The IOC has an agreement with Worldwide Olympic Partner Samsung through 2028,"" the statement said. Since the opening ceremony, Samsung has continued to share articles about its involvement in the games on its website and social media.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/02/facebook-posts/no-samsung-has-not-withdrawn-its-olympics-sponsors/"
"""Mark Zuckerberg, CEO de Meta, ha retirado la verificación” de Nicolás Maduro en Facebook e Instagram.","false","Captura de pantalla de la página de Facebook de Nicolás Maduro del 1 de abril de 2022 en Archive.today. Captura de pantalla de la página de Instagram de Nicolás Maduro del 13 de noviembre de 2020 en Wayback Machine. Archivos de la cuenta de Instagram de Maduro de 2017, 2019 y 2020, no muestran el sello de verificación.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/02/facebook-posts/meta-no-quito-sello-de-verificacion-de-cuentas-de/"
"El 31 de julio de 2024 confirmaron el fallecimiento del expresidente Donald Trump en un accidente de helicóptero.","false","El expresidente sufrió un intento de asesinato el 13 de julio en un mitin en Butler, Pensilvania, pero Trump dijo que ya se recuperó de una herida de bala en su oreja derecha. Trump tiene programados mítines de campaña en Atlanta, Georgia, el 3 de agosto y en Bozeman, Montana, el 9 de agosto, según su página oficial de campaña. ""EL MUNDO DE LUTO… ..FALLECE NUESTRO GRAN #IDOLO..EN ACCIDENTE CONFIRMAN LA NOTICIA EN LA MAÑANA DE HOY.."", dice la publicación en Facebook del 31 de julio.","Facebook posts","https://www.politifact.com/factchecks/2024/aug/02/facebook-posts/no-el-expresidente-donald-trump-no-fallecio-en-un/"
"Biden Executive Order 14019 “requires our taxpayer-funded federal agencies to violate the Hatch Act and engage in illegal vote harvesting.”","pants-fire","The order does not require federal agencies to violate the Hatch Act. The order calls on federal agencies to expand voter registration activities and to do so within the bounds of the law. Tenney claimed that Executive Order 14019 ""requires our taxpayer-funded federal agencies to violate the Hatch Act and engage in illegal vote harvesting.""","Claudia Tenney","https://www.politifact.com/factchecks/2024/aug/02/claudia-tenney/executive-order-to-expand-voter-registration-calls/"
"Vice President Kamala Harris “was born in Canada.”","pants-fire","(Screengrab from Threads) Harris was born Oct. 20, 1964, in Oakland, California. RELATED: Kamala Harris is again facing attacks on her racial identity. A July 31 Threads post claimed Harris was not American because she ""was born in Canada.""","Threads posts","https://www.politifact.com/factchecks/2024/aug/01/threads-posts/kamala-harris-was-born-in-the-us-not-canada/"
"Switzerland “no longer recognizes Islam as an official religion.”","false","The law followed a 2011 referendum in which Swiss voters approved a proposal to ban face coverings in public. In 2021, the Swiss government opposed the referendum to ban face coverings, as did a coalition of left-leaning parties that called the proposal Islamophobic, The Associated Press reported then. We rate claims Switzerland no longer recognizes Islam False.","Threads posts","https://www.politifact.com/factchecks/2024/jul/31/threads-posts/switzerland-didnt-disacknowledge-islam-as-social-m/"
"“Netflix loses 6 million subscribers within hours of donation announcement.”","false","""Netflix loses 6 million subscribers within hours of donation announcement: ‘The people have spoken,’"" text in an image featuring Harris said in a July 26 Facebook post. We found no evidence to support the claim that Netflix has lost 6 million subscribers as a result of Hasting’s donation. But claims that Netflix lost millions of subscribers as a result originated on a self-described satire page.","Facebook posts","https://www.politifact.com/factchecks/2024/jul/31/facebook-posts/claim-netflix-lost-subscribers-over-co-founders-ca/"
