claim,verdict,explanation,source,link,id
"“Breaking: Kansas City Chiefs refuse to host a Pride Night, ‘It’s woke agenda’”",false,"We rate the claim that the Kansas City Chiefs refused to host a Pride Night False. ""Breaking: Kansas City Chiefs refuse to host a Pride Night, ‘It’s woke ageпda,’"" read a viral Oct. 4 Facebook post. That’s because it’s baseless: This claim — and the story the post linked to — originated as satire.",Facebook posts,https://www.politifact.com/factchecks/2024/oct/07/facebook-posts/kansas-city-chiefs-refusing-to-host-pride-night-is/,9c806208-e22b-4f6d-967f-b0719a4c2836
Photos show that Disney World was “destroyed by Hurricane Milton.”,false,"An Oct. 10 Mouse Trap News article with the headline, ""Breaking: Disney World Destroyed By Hurricane Milton,"" included the same images seen in the Facebook and Instagram posts. ""#Breaking News Disney World Destroyed by Hurricane Milton,"" read the caption on an Oct. 10 Facebook video. There were no legitimate news reports or images released that described the kind of Disney World flooding seen in the Mouse Trap News photos.",Facebook posts,https://www.politifact.com/factchecks/2024/oct/14/facebook-posts/photos-of-disney-world-destroyed-by-hurricane-milt/,e3dbad49-ad8b-4d55-a439-424f3bba9fb9
Video shows that “JD Vance endorses Project 2025.”,false,"But the Harris campaign’s claim is inaccurate: This video does not show Vance endorsing Project 2025 — he made these comments in 2021, more than a month before announcing his Senate run and two years before the Project 2025 plan was made public. Vance did not mention nor endorse Project 2025 then. Vance has expressed support from some — but not all — of the ideas Project 2025 promotes.",Kamala Harris,https://www.politifact.com/factchecks/2024/jul/31/kamala-harris/no-this-2021-video-does-not-show-trumps-vp-pick-jd/,b44e906e-2fb0-4c97-a94e-26b2857701b1
"Video shows Oct. 6, 2024, fires in Beirut caused by Israeli air strikes.",false,"We rate the claim that a video shows Oct. 6, 2024, fires in Beirut caused by Israeli airstrikes False. ""Beirut last night,"" a user captioned an Oct. 6 Instagram video showing several buildings engulfed in flames. Although the video was AI-generated, authentic footage from CNN, Reuters and The New York Times shows Oct. 6 Israeli air strikes causing fires in Beirut’s southern suburbs.",Instagram posts,https://www.politifact.com/factchecks/2024/oct/07/instagram-posts/this-viral-video-of-beirut-on-fire-is-ai-generated/,4b735a18-2cdb-4a86-8d90-f4b8ec6b36ac
Image shows a photo of former President Donald Trump wading through floodwater after Hurricane Helene.,false,"It’s unbelievable that the image in these social media posts would be the only such picture to exist considering that Trump’s presidential campaign draws persistent media attention. Trump’s Georgia trip was widely covered in the media but we found no news reports to corroborate the scene pictured here, much less any other photos or video capturing the moment. Photos and video of Trump in Valdosta published by news outlets including The Associated Press, Getty Images, The Guardian, The New York Times, Fox News, ABC News, CNBC and NBC News show him wearing a navy blue suit, red tie, and a red Make America Great Again hat.",Viral image,https://www.politifact.com/factchecks/2024/oct/02/viral-image/trump-surveyed-hurricane-helene-damage-in-georgia/,8f004de1-b82a-4637-9d4c-531fa8f3c96d
Florida’s six-week abortion law has “no real exceptions. Not for her health. Not even for rape.”,barely-true,"Florida’s abortion ban does include exceptions for the pregnant woman’s health and life, and for rape and incest up to 15 weeks of pregnancy. Yes on 4’s TV ad said Florida’s six-week abortion law has ""no real exceptions. ""Assessing how many people who qualify for abortion care under the exceptions are actually able to do so is difficult and the limited health exception leaves out conditions that threaten the health of a pregnant person, but do not pose a risk of substantial and irreversible physical impairment of a major bodily function,"" Felix said.",Yes on 4,https://www.politifact.com/factchecks/2024/sep/13/yes-on-4/does-florida-abortion-law-have-no-real-rape-health/,715834f2-fe63-42c3-a607-dcba974f1e0c
“FEMA is closing roads and bridges and causing gridlock traffic during evacuations from Hurricane Milton.”,false,"As of Oct. 9, the Florida 511 traffic alert system in the Tampa Bay area showed multiple traffic closures on state and U.S. highways, many blocking access to barrier islands and bridges as the storm rolled in. By the morning of Oct. 9, Google maps showed otherwise largely clear highway traffic flow around the Tampa Bay region, as did Florida 511’s traffic map. Starting Oct. 7, Florida suspended tolls, and the Florida Department of Transportation announced vehicles would be allowed to drive on roadway shoulders to help with traffic flow.",TikTok posts,https://www.politifact.com/factchecks/2024/oct/09/tiktok-posts/no-fema-didnt-close-roads-and-bridges-to-create-tr/,cebfa09d-718e-4069-8a94-79e98e1613cb
Rep. Elissa Slotkin “voted recently to let illegals vote in U.S. elections.”,false,"It’s already illegal for noncitizens to register and vote under state and federal laws, and a ""no"" vote on the bill doesn’t change that. ""It is already a crime many times over for noncitizens to vote in state and federal elections."" Rogers is wrong; Slotkin never voted to allow immigrants in the country illegally to vote in U.S. elections.",Mike Rogers,https://www.politifact.com/factchecks/2024/sep/03/mike-rogers/michigan-republican-surfaces-inaccurate-claim-abou/,babf9d59-a5db-4b26-ba59-273e13b107a1
"El gobernador de Minnesota, Tim Walz, firmó una ley dando educación universitaria gratuita “a los inmigrantes ilegales”.",mostly-true,"El segundo proyecto de ley transfirió $5 millones de ese dinero a un programa diferente de becas de matrícula universitaria para estudiantes que estuvieron en el sistema de hogares de acogida. Walz firmó dos proyectos de ley de educación superior en 2023 y 2024 que cubren los costos de matrícula en las universidades públicas de Minnesota para estudiantes cuyas familias ganan menos de $80,000 al año. Esta es la historia resumida: Walz firmó en ley un programa de becas que cubre la matrícula en las universidades públicas de Minnesota para los estudiantes que cumplan las restricciones de ingresos familiares.",Lindsey Graham,https://www.politifact.com/factchecks/2024/aug/12/lindsey-graham/tim-walz-firmo-ley-dando-matricula-universitaria-g/,5fe74204-93a7-4ad0-a15c-61ce1a964b49
"Georgia Gov. Brian Kemp was calling President Joe Biden after Hurricane Helene but ""hasn't been able to get him.”",false,"Trump said Sept. 30 that Kemp had ""been calling the president, hasn't been able to get him."" Trump did not name the governor who he said couldn’t reach Biden; he could have been referring to Kemp or Democratic North Carolina Gov. He said he talked to Biden on Sept. 29, a day before Trump made the claim.",Donald Trump,https://www.politifact.com/factchecks/2024/sep/30/donald-trump/trump-said-kemp-couldnt-reach-biden-after-hurrican/,ffa77355-2ac7-4876-a054-230364e47d4e
Candace Owens will host an ABC morning show that will replace “The View.”,false,"We rate the claim that Candace Owens will host an ABC morning show that will replace ""The View"" False. ABC has not made an announcement that Owens will be headlining a talk show. ""Candace Owens Signs $25 Million Deal With ABC For A Morning Show,"" a Facebook post says.",Facebook posts,https://www.politifact.com/factchecks/2024/aug/16/facebook-posts/no-candace-owens-is-not-set-to-host-an-abc-talk-sh/,0e72361a-c777-4779-9359-0e5a3945cd8f
Dockworkers went on strike because “they hear screaming children inside shipping containers!”,false,"We rate claims dockworkers went on strike over children screaming in shipping containers False. We looked for, but found no, credible evidence such as news reporting or public statements from the association to corroborate the claim that its workers went on strike because of hearing children screaming in shipping containers. ""SCREAMING CHILDREN INSIDE SHIPPING CONTAINERS,"" an Oct. 2 post said, sharing a screenshot of a Sept. 30 X post from Real Raw News.",Viral image,https://www.politifact.com/factchecks/2024/oct/07/viral-image/dockworkers-are-no-longer-striking-but-misinformat/,bfae221f-5530-457d-86be-82ede99005ad
"“We’re losing 300,000 people a year to fentanyl that comes through our border. We had it down to the lowest number and now it’s worse than it’s ever been.”",pants-fire,"Moreover, though the number of opioid deaths has risen since Trump left office, it’s incorrect to claim they were the ""lowest"" while he was president. Annual U.S. fentanyl deaths have increased since he left office, but Trump’s claim about 300,000 deaths has no basis in fact and is contradicted by figures his press secretary shared. Trump’s claim that fentanyl deaths were the ""lowest"" during his administration and are now worse than ever is also off the mark.",Donald Trump,https://www.politifact.com/factchecks/2024/aug/16/donald-trump/trump-drastically-inflates-annual-fentanyl-death-n/,e7e1a86c-6ca5-4e0c-917e-171e7b79a766
California S.B. 1174 eliminates the requirement for voter ID at polling places.,barely-true,"Senate Bill 1174 prohibits local governments from requiring voter ID at polling places, but existing state law already says that, in most cases, California voters needn’t show ID before voting at the polls. 1174 prohibits local governments from requiring voter ID at polling places, but existing state law already says that in most cases, California voters don’t need to show ID before voting at the polls. By state law, however, California voters need to show ID to polling place workers only if they are voting for the first time after registering to vote by mail and did not provide a valid form of ID on their registration form, a California secretary of state spokesperson said in an email.",Instagram posts,https://www.politifact.com/factchecks/2024/aug/30/instagram-posts/a-new-california-bill-wont-eliminate-voter-id-at-p/,e2feb94c-0b7c-401d-af68-49caedf9a88a
“Mark Robinson skips Board of Education vote on teacher bonuses to hold campaign event.”,barely-true,"""Mark Robinson skips Board of Education vote on teacher bonuses to hold campaign event,"" the headline of the press release said. The Stein campaign said Robinson ""skips Board of Education vote on teacher bonuses to hold campaign event."" And Robinson has attended just over half of State Board of Education meetings, according to data collected by WRAL.",Josh Stein,https://www.politifact.com/factchecks/2024/sep/06/josh-stein/checking-josh-steins-claim-about-mark-robinson-ski/,bbfb957a-0494-42e1-9560-15f7a804f8fe
"“Arizona was safe” when she moved to the state in 1994, but has become “unsafe.”",false,"In 2023, the state’s violent crime rate was 409 per 100,000 residents. That’s a 42% decline in violent crime from when Lake first arrived in Arizona. In 1994, Arizona's violent crime rate was 703 per 100,000 residents, according to official FBI data provided by Jeff Asher, co-founder of AH Datalytics, a crime statistics research group.",Kari Lake,https://www.politifact.com/factchecks/2024/oct/11/kari-lake/kari-lake-says-arizona-was-safer-in-1994-but-crime/,621f8e6d-4093-432e-b2ba-56722bf4ce30
“The Harris-Biden Administration has been caught fraudulently manipulating Job Statistics.”,pants-fire,"New Data from the Bureau of Labor Statistics shows that the Administration PADDED THE NUMBERS with an extra 818,000 Jobs that DO NOT EXIST, AND NEVER DID."" But the RNC provided no evidence to support Trump’s allegation that the administration had been ""caught fraudulently manipulating job statistics."" Trump said, ""The Harris-Biden Administration has been caught fraudulently manipulating Job Statistics.""",Donald Trump,https://www.politifact.com/factchecks/2024/aug/23/donald-trump/donald-trumps-pants-on-fire-claim-that-biden-harri/,3d763598-4336-47d5-b2a9-4f13fb0b40be
"Photo shows President Joe Biden lounging on the beach ""while towns all over America were being wiped out” by Hurricane Helene.",false,"The Bidens did visit Rehoboth Beach, Delaware, over the weekend of Sept. 27 to 29, after the hurricane made landfall, but he also issued emergency declarations and spoke to state and local leaders in affected states. Biden told Criswell that he plans to travel to affected communities when it doesn’t disrupt emergency response operations. The White House reported that Biden received several briefs from FEMA throughout the Sept. 27 to 29 weekend on the storm’s ongoing impacts and updates on the emergency response.",X posts,https://www.politifact.com/factchecks/2024/sep/30/tweets/this-photo-doesnt-show-joe-biden-lounging-at-the-b/,a6d61347-d4de-49f4-839e-0f16a6e64392
"C-SPAN captions for a JD Vance speech said, “Single person clapping.”",false,"LMAO @cspan caption person for the win pic.twitter.com/QHDFYuXplu But C-SPAN aired no such caption, Robin Newton, a spokesperson for the network said. We rate claims that C-SPAN aired the caption ""single person clapping"" False. a third said.",X posts,https://www.politifact.com/factchecks/2024/aug/30/tweets/c-span-didnt-air-single-person-clapping-caption-du/,db7a0029-e484-4fda-9198-f71f90ec90ee
Rep. Ruben Gallego’s “first act in Congress was to propose legislation to BAN the use of the term ‘illegal alien.’”,false,"The first bill Gallego proposed in Congress was the Veterans Education Tax Security Act, also known as the VETS Act. Rep. Joaquin Castro, D-Texas — not Gallego — introduced the CHANGE Act on Oct. 21, 2015, with Gallego and 107 other members co-sponsoring it. ""Gallego’s first act in Congress was to propose legislation to BAN the use of the term ‘illegal alien,’"" Lake wrote.",Kari Lake,https://www.politifact.com/factchecks/2024/sep/19/kari-lake/ruben-gallegos-first-act-in-congress-was-not-to-pr/,ef8540e6-7373-4c54-9284-ea9cdbc29ce6
“Women don't even get their own restroom at the DNC convention.”,pants-fire,"(Screenshot of X post) We saw similar claims that there was ""no women’s restroom on site,"" or that women’s bathrooms were ""eliminated"" from the convention altogether. A United Center map provided by the DNC shows multiple bathrooms on five of the six floors. A men’s restroom and gender-neutral restroom are near each other, and two women’s restrooms lie a short walk down the hall.",X posts,https://www.politifact.com/factchecks/2024/aug/20/tweets/real-potty-talk-there-are-numerous-womens-restroom/,c3661707-67d6-405b-aee9-98b33d990d51
Project 2025 would end gay marriage.,false,"""The legal recognition of same-sex marriage is not discussed in Project 2025’s Mandate for Leadership,"" its website says. PolitiFact’s review of Project 2025 found no call to eliminate the right to same-sex marriage. Other posts we saw carried similar doomy messages about gay marriage: Project 2025 will ""end marriage equality,"" ""overturn"" the right to gay marriage or ""ban"" gay marriage, they said.",Social Media,https://www.politifact.com/factchecks/2024/jul/30/social-media/project-2025-would-not-end-gay-marriage-but-it-cal/,feb6e0b6-5dec-4399-b759-8d4a059296c8
“Sam Brown publicly supported forcing massive cuts to Social Security and Medicare and was caught on tape saying he admires the plan to phase out Social Security and Medicare in five years.”,barely-true,"Rosen said, ""Sam Brown publicly supported forcing massive cuts to Social Security and Medicare and was caught on tape saying he admires the plan to phase out Social Security and Medicare in five years."" Sam Brown publicly supported forcing massive cuts to Social Security and Medicare and was caught on tape saying he admires the plan to phase out Social Security and Medicare in five years."" Balancing the federal budget is not as simple as it sounds and the balanced budget plan Brown supported would almost guarantee cuts to Social Security and Medicare.",Jacky Rosen,https://www.politifact.com/factchecks/2024/sep/24/jacky-rosen/jacky-rosen-exaggerates-sam-browns-support-for-cut/,dedfe103-1e83-4fcb-88bc-368b2d188093
“All students who knelt during the national anthem were rounded up and removed from scholarships” at the University of Texas.,false,"We rate claims that the University of Texas rounded up student athletes and revoked their scholarships for kneeling during the national anthem False. Rather, an undated blog post with a single paragraph claimed the University of Texas had ""recently come under intense scrutiny for reportedly revoking scholarships from five athletes who knelt during the National Anthem to protest racial injustice."" ""KNEELING: After the University of Texas, all students who knelt during the national anthem were rounded up and REMOVED FROM SCHOLARSHIPS,"" an Aug. 20 Facebook post said.",Facebook posts,https://www.politifact.com/factchecks/2024/aug/26/facebook-posts/no-university-of-texas-didnt-pull-scholarships-fro/,f0145ae6-43a0-4373-8160-2b89ad23d46f
"""Donald Trump intends to cut Social Security.""",barely-true,"But the Harris campaign ignores most of what Trump has said during the 2024 campaign — namely, that he will not cut Social Security and Medicare. Trump has repeatedly said he would not cut Social Security at campaign rallies in Michigan and Georgia and in multiple posts on his Truth Social platform. ""Donald Trump intends to cut Social Security and Medicare,"" Harris said.",Kamala Harris,https://www.politifact.com/factchecks/2024/jul/31/kamala-harris/kamala-harris-repeats-dubious-claim-that-donald-tr/,e59ce86b-62a9-410c-bfa7-c0001fd430ce
Video shows former President Donald Trump thought he was in North Carolina while he spoke in Pennsylvania.,false,"Trump suggests he is in North Carolina while he is in Pennsylvania. President Trump was obviously referring to the Front Row Joes from North Carolina in the audience, whom he recognized earlier in his speech."" I don’t know, somehow — would that be OK, North Carolina?",Viral image,https://www.politifact.com/factchecks/2024/aug/22/viral-image/no-this-video-doesnt-show-former-president-donald/,d23fc9ae-f2c8-4294-ba80-e738f3cbfa9b
McDonald’s “said they have no record whatsoever of Kamala Harris ever working at any of their locations.”,false,"Harris has mentioned her job at McDonald’s on the campaign trail and in other public appearances. The earliest instance PolitiFact could find of Harris talking about her McDonald’s job is from 2019, when Harris marched with striking McDonald’s workers in Las Vegas. Since launching her 2024 presidential campaign in July, Harris has highlighted her summer job at McDonald’s in campaign ads and on her personal and campaign X accounts.",Social Media,https://www.politifact.com/factchecks/2024/sep/05/social-media/no-mcdonalds-didnt-say-theres-no-record-kamala-har/,3e2761d1-f505-473c-9b53-98d9f175fbbf
"When New Hampshire gubernatorial nominee Kelly Ayotte served on two companies’ boards, one “laid off 18,000 workers” and the other “laid off 1,200 American workers, moving jobs overseas.”",half-true,"Another company for which Ayotte served as a board member, Caterpillar, laid off 1,200 U.S. workers during her tenure, and many of the jobs moved outside the United States. Ayotte served on the board for Blackstone, an investment company that had a joint venture with hospitality company MGM Resorts International, which laid off 18,000 workers in 2020. Ayotte served on the company board of Blackstone, which had a joint venture with MGM Resorts when MGM laid off 18,000 workers as the  COVID-19 pandemic hit and travel slowed dramatically.",New Hampshire Democratic Party,https://www.politifact.com/factchecks/2024/oct/07/new-hampshire-democratic-party/new-hampshire-democrats-ad-omits-context-about-kel/,cd737a54-faa7-485a-bc51-abec42685090
Craigslist ad shows “every single person” at Kamala Harris’ Arizona rally was paid.,false,"We rate the claim that a Craigslist ad shows ""every single person"" at Kamala Harris’ Arizona rally was paid False. An image of a Craigslist ad then appears with the title, ""Actors needed (Phoenix Convention Center)."" A Harris-Walz campaign spokesperson told PolitiFact that their ""campaign does not pay people to attend rallies, including the recent rally in Arizona,"" adding that the event was open to the public and people could RSVP until the event reached capacity.",Instagram posts,https://www.politifact.com/factchecks/2024/aug/13/instagram-posts/the-audience-at-harris-arizona-rally-was-not-made/,3b7d92dd-a2f7-4f44-b35c-9c8596f20095
"“Kamala Harris permitió la entrada a Estados Unidos de 13.000 extranjeros ilegales condenados por asesinato"".",false,"Pero una sentencia de la Corte Suprema de Estados Unidos, y no la administración de Biden-Harris, dice que no se puede retener indefinidamente a las personas en centros de detención de inmigrantes. Un memorando de 2021 de la administración de Biden ordena a las autoridades de inmigración priorizar la detención de personas que amenacen la seguridad pública. El número de personas en la lista de no detenidos se ha más que duplicado bajo la administración de Biden.",X posts,https://www.politifact.com/factchecks/2024/oct/07/tweets/kamala-harris-permitio-la-entrada-de-13099-asesino/,d4f772d8-b94d-4464-8309-bc222e1e41fe
Images show Sean Combs’ booking photos after Sept. 16 arrest.,false,"As of Sept. 17, no news outlets had yet published a booking photo of Combs following his Sept. 16 arrest, although The Associated Press shared court sketches from his Sept. 17 court appearance and images of Combs’ son leaving a Manhattan federal courthouse. We rate claims these photos were taken after Combs’ Sept. 16 arrest False. ""Breaking news,"" a Sept. 16 Threads post said.",Threads posts,https://www.politifact.com/factchecks/2024/sep/18/threads-posts/old-sean-diddy-combs-mugshot-recirculates-after-re/,6d412f3a-cc11-4a7a-8fbc-5ffa5c43ae26
"“In Project 2025, you’re going to have to register with a new federal agency when you get pregnant.”",false,The Project 2025 document does not call for a new federal agency for pregnancy registration. Walz said that Project 2025 requires women to register with a new federal agency if they get pregnant. Project 2025 would withhold federal money from states that don’t report abortion data to the U.S. Centers for Disease Control and Prevention.,Tim Walz,https://www.politifact.com/factchecks/2024/sep/17/tim-walz/tim-walz-is-wrong-project-2025-doesnt-call-for-pre/,03ab2c5e-bf66-4833-a0dc-20e48c313aee
Kamala Harris “wants to defund the police.”,barely-true,We did not find that Harris called for dissolving police departments. The Harris campaign said that she does not support police defunding (as her campaign told us in 2020) and pointed to statements in which she spoke in favor of police funding. Harris did not go that far — she said police were necessary.,Donald Trump,https://www.politifact.com/factchecks/2024/jul/30/donald-trump/fact-checking-trumps-false-statement-that-kamala-h/,9bab428e-c24e-4627-bf58-6f5c2da1ba1e
"""Typically you have three to four debates in a U.S. Senate race. (Sen. Tammy Baldwin, D-Wis. has) given me one debate, almost a month after early voting has started.""",mostly-true,"There’s still a way for voters to cast their ballots — voting absentee by mail — before the Oct. 18 debate. Now, let’s consider the second part of Hovde’s claim: Does the Oct. 18 debate take place ""almost a month"" after early voting starts in Wisconsin? Early voting is another name for in-person absentee voting, which can take place in Wisconsin from Oct. 22 through Nov. 3.",Eric Hovde,https://www.politifact.com/factchecks/2024/sep/17/eric-hovde/does-the-baldwin-hovde-debate-take-place-after-vot/,743dc4f9-cec1-4375-9c9e-53354c06185e
“Disney World officially moving to Nashville.”,false,"Text below the headline said: ""Breaking news, Disney World is officially moving to Nashville. We rate claims Disney World is moving to Nashville False. We found no credible news stories, press releases or other evidence that Disney World is moving.",Viral image,https://www.politifact.com/factchecks/2024/sep/18/viral-image/the-mouse-isnt-moving-disney-world-isnt-ditching-o/,ac78176c-d0d0-4382-bfee-23bfa89d3ff6
"“The $750 from FEMA that Kamala Harris is offering them is actually a loan, not real relief. And that if they don’t pay it back the feds can seize their property.”",pants-fire,"On its ""Rumor Response"" page, FEMA rebutted claims that people who apply for FEMA assistance risk having their property seized or confiscated. These claims are baseless: FEMA’s assistance payment for essential supplies is not a loan, and FEMA does not seize property. ""Fact: FEMA disaster assistance are grants which do not need to be repaid.""",X posts,https://www.politifact.com/factchecks/2024/oct/06/tweets/fema-gives-750-to-help-hurricane-victims-with-supp/,5cad0879-283d-4a20-b0d3-ef08218facf0
"“Out of the 28 North Carolina counties destroyed by Hurricane Helene, 26 of them supported President Trump in the 2020 election … If you’re wondering why the government hasn’t helped these people, now you know why.”",false,"Biden didn’t withhold aid to North Carolina counties based on whom their residents supported in the 2020 election. The claim disregards that federal aid was granted to the affected North Carolina counties and omits context about how the government directs aid to disaster-affected areas. Relief and rescue efforts continue in North Carolina after Hurricane Helene, but one person claimed President Joe Biden has not helped the majority of the affected counties because he didn’t win them in 2020.",Instagram posts,https://www.politifact.com/factchecks/2024/oct/07/instagram-posts/no-votes-no-aid-no-2020-votes-didnt-determine-disa/,2b9d32df-6689-49e0-949d-4b58932f2a20
“Bob Casey and Kamala Harris want to BAN fracking.”,false,"Harris did support a fracking ban when she ran for president in 2020. Harris said she supported a ban on fracking when she ran for president in 2020. McCormick said Casey and Harris ""want to ban fracking.""",Dave McCormick,https://www.politifact.com/factchecks/2024/aug/16/dave-mccormick/pennsylvania-sen-bob-casey-has-never-called-for-ba/,f4b9063e-66d0-46c3-97a9-305643a47939
Elissa Slotkin “gave your hard-earned tax money to illegal immigrants.”,false,"The bill required a person to have a Social Security number to receive the checks, and most immigrants in the country illegally do not have Social Security numbers. In most cases, people in the country illegally lack Social Security numbers, Lacarte said. The eligibility criteria required people to have Social Security numbers to receive the payments, and the vast majority of people in the country illegally do not have Social Security numbers.",National Republican Senatorial Committee,https://www.politifact.com/factchecks/2024/sep/06/national-republican-senatorial-committee/senate-republicans-ad-claiming-elissa-slotkin-gave/,50a24823-1c66-4783-a51f-bf11a4e6516d
“There’s been a 43% increase in violent crimes since I left office.”,barely-true,"Both the FBI data and the crime victimization survey are scheduled for release later this year. From 2020 to 2022, a period that largely overlaps with the victimization survey data Trump cited, the FBI data showed violent crime falling by about 4%, rather than rising; it ended up virtually tied with 2019’s prepandemic level. The FBI has released preliminary data for 2023, showing that violent crime dropped by 5.7% from 2022 to 2023.",Donald Trump,https://www.politifact.com/factchecks/2024/sep/04/donald-trump/donald-trump-said-violent-crime-is-up-43-but-that/,cf276d32-7692-4124-95bf-9fa52de93e9f
“Two weeks ago 100 GOP lawmakers voted against additional FEMA funding.”,half-true,"A week earlier, a Republican majority voted for their own version of a stopgap funding bill that also included FEMA funding. Reich’s claim is partially accurate because Sept. 25, 18 Senate Republicans and 82 House Republicans voted against a stopgap funding bill to avert a government shutdown. The bill was a much broader funding bill that also included $20 billion for FEMA’s Disaster Relief Fund.",Robert Reich,https://www.politifact.com/factchecks/2024/oct/11/robert-reich/yes-100-gop-lawmakers-voted-against-fema-funding-b/,4a40b4fd-796a-4001-bc2c-c96ed9c1874e
Jacky Rosen “said ending taxes on tips would ‘hurt working Nevada families.’”,false,"Millionaire Jacky Rosen also said ending taxes on tips would ""hurt working Nevada families."" Brown said Rosen said a proposal to end federal taxes on tips would ""hurt working Nevada families."" A Rosen campaign statement included in a June 12 NBC News report described Trump’s promise as ""empty talking points,"" but Rosen also said she supports cutting taxes on tipped workers.",Sam Brown,https://www.politifact.com/factchecks/2024/aug/23/sam-brown/no-jacky-rosen-didnt-say-ending-taxes-on-tips-woul/,d1ec9b5b-cf5d-45a5-92e4-ad1f49847939
Vice President Kamala Harris’ college professors disparaged her as their “worst student.”,pants-fire,"The Instagram post also claims to quote Harris’ Berkeley law professor, but Harris graduated law school in 1989 at what was then University of California Hastings, now called the University of California College of the Law, San Francisco, or UC Law SF — not Berkeley Law in Berkeley, California. A reverse-image search shows the photo of the man in the Facebook claim is Bradford Grant, Howard University architecture professor. The Facebook post’s language originated Sept. 10 from a satire website, Esspots.com, and was shared on that site’s Facebook account.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/19/facebook-posts/social-media-posts-about-kamala-harris-college-stu/,85fa9d54-c2be-4586-adb0-d5f88aea9bf4
"El Dr. Juan Rivera lanza ""una pastilla revolucionaria"" para curar la diabetes.",pants-fire,"La biografía de la página en Facebook que comparte la publicación contiene un enlace a Google Play, la tienda en línea de aplicaciones de Google. La gerente de la práctica del Dr. Rivera confirmó a PolitiFact que la publicación no es verídica. La diabetes es una enfermedad crónica ""que afecta la forma en que el cuerpo convierte los alimentos en energía"", según la página web de los Centros para el Control y la Prevención de Enfermedades (CDC, por sus siglas en inglés).",Facebook posts,https://www.politifact.com/factchecks/2024/aug/30/facebook-posts/video-falso-usa-la-imagen-del-dr-juan-rivera-par/,1b9d889a-424f-46c9-acb7-6abbf4ad352c
Former President Donald Trump posted “0-2” Sept. 15 on Truth Social.,false,"We rate claims Trump posted ""0-2"" Sept. 15 on Truth Social False. He posted about the gunman on Truth Social the night of Sept. 15, thanking the Secret Service and other law enforcement officials ""for the incredible job done today at Trump International in keeping me, as the 45th President of the United States, and the Republican Nominee in the upcoming Presidential Election, SAFE."" An X account called ""Donald J. Trump Posts From His Truth Social,"" which shares Truth Social posts from Trump and his team, featured all of the aforementioned posts when PolitiFact reviewed its feed Sept. 16.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/16/facebook-posts/former-president-donald-trump-didnt-share-this-ass/,6a147b41-1319-4418-a0da-8cb1446efbfa
President Joe Biden walked “onto an empty airplane for no reason.”,false,"We rate claims that Biden boarded an empty plane for no reason False. As fact-checking website Snopes reported, a Black Star Network livestream of Biden and Harris greeting the Americans shows someone on the plane after Biden disembarks again. Biden later boarded the plane that had brought the prisoners to Maryland, setting off a chorus of claims questioning the president’s movements.",Instagram posts,https://www.politifact.com/factchecks/2024/aug/07/instagram-posts/president-joe-biden-didnt-board-an-empty-plane-aft/,4ac5de8f-ec9a-4767-9ed9-e39cd423fdcf
“Colin Kaepernick 'screams' as Coach Kyle Shanahan denies his return request: 'The kneeling symbol has no chance of coming back.’”,false,"""Colin Kaepernick 'SCREAMS' as Coach Kyle Shanahan denies his return request: 'The kneeling symbol has no chance of coming back,’"" an Aug. 23 Facebook post said. It’s been seven years since quarterback Colin Kaepernick played for the former San Francisco 49ers — or any NFL team. The post shared an image of Shanahan at a July 29 press conference after a 49ers training camp practice in Santa Clara, California.",Facebook posts,https://www.politifact.com/factchecks/2024/aug/28/facebook-posts/footballs-coming-back-for-the-2024-regular-season/,2618483a-e34a-4a81-b8d4-a3f36c15eb61
Gov. Tim Walz delivered paid family leave in Minnesota but “Republicans are blocking” a Biden-Harris proposal.,mostly-true,"We found that Walz signed paid family leave into law in 2023. ""Democrats favor a comprehensive bill that would cover paid family and medical leave for new parents and those needing leave for their own serious illness or to care for a seriously ill family member, while Republicans have focused on leave for new parents only,"" Waldfogel said. Democrats have proposed paid family leave bills akin to what Walz signed for a decade.",Pete Buttigieg,https://www.politifact.com/factchecks/2024/aug/16/pete-buttigieg/fact-checking-buttigiegs-claim-that-republicans-ar/,2f7e4a20-7639-47ad-8e7d-ddfa0fbb32d3
Vice President Kamala Harris “is a communist. … She is really a Marxist.”,pants-fire,"Trump said Harris ""is a communist. Asked for evidence to support Trump’s claim that Harris is communist, the Trump campaign singled out her position on price controls. When Trump calls Harris a communist, it evokes fear in Americans who fled authoritarian communist regimes.",Donald Trump,https://www.politifact.com/factchecks/2024/sep/04/donald-trump/fact-check-trump-called-kamala-harris-a-communist/,748cb3a1-278a-4a95-8d08-98471b79c816
Jason Aldean rejected a $500 million music collaboration with Taylor Swift.,false,"Multiple Facebook users shared an image with text that read, ""Jason Aldean Refuses To Let Taylor Swift on Stage, ‘Her Music Is Bubblegum, Not Real Country Artist."" We rate the claim that Aldean rejected a $500 million music collaboration with Swift False. The Facebook posts included a caption that said, ""Jason Aldean Rejects $500 Million Music Collaboration With Taylor Swift, ‘Her Music Is Woke, No Thanks.’""   These posts were flagged as part of Meta’s efforts to combat false news and misinformation on its News Feed.",Facebook posts,https://www.politifact.com/factchecks/2024/aug/26/facebook-posts/jason-aldean-didnt-refuse-500-million-collaboratio/,321af833-d939-4c49-9beb-0fdec5544c38
