label,statement,source,uuid
barely-true,rather work secure border marco rubio supported obamas amnesty plan illegal immigrants,LIAR,f8d261aa-c676-40a5-b0c7-1d6fd27c98ac
pants-fire,look application security clearance clearance even president united states obtain background,LIAR,18c4f0f4-0b15-47be-917e-f607c8e8d573
mostly-true,atlanta mayor kasim reed became city resident last annexation opening door candidacy,LIAR,8b00aae0-2d30-4cf7-88b7-2afbc4b11c92
barely-true,took obama six months pick family dog hes cramming health care reform countrys throat fraction time,LIAR,8a791ab8-4572-44c6-9402-ca08c8cd7c3f
mostly-true,barack obama preaches brothers keeper brother aunt live real poverty kenya,LIAR,bb32f98c-79ee-482b-a12c-522da9b96e32
true,fifa pressured brazil passing socalled budweiser bill allowing beer sales soccer stadiums,LIAR,b44cf1a3-7ae8-4acd-95e3-ef0ebce711a3
true,us would gainrevenue cutting personal income tax rates half ending tax breaks,LIAR,df48fc33-3cd9-4b37-99eb-523846976543
false,says allegations made unwanted sexual advances female sheriffs deputy found two separate judges merit,LIAR,0d4b9a5f-6b8f-4b88-8264-18ebcfb34e80
false,slowest job recovery since hoover,LIAR,20044e7f-7e31-49ec-bed2-6689d047661f
true,democrats say chafee wants tax equipment enables amputee veterans drive,LIAR,3a04af49-4418-46dc-ab7a-a9e69827997b
half-true,says public education get money 201213 though lawmakers cut 15 billion overall spending,LIAR,a615bfd0-eff3-47b2-93ff-1f0e9769ee06
false,polls legalizing samesex marriage dramatically changing,LIAR,6a23c25a-d4c4-4882-8221-3b163b810f2c
false,says hillary clintons health care plan 1990s broader provision favor corporate right back providing contraceptive coverage one created hobby lobby supreme court decision,LIAR,6a2a1f66-5cb9-4c10-a114-77e2802271b2
false,10 20 deaths year foodborne illness united states,LIAR,328a25ee-eb8d-49c6-9c53-59c6ecd156bc
true,caution kissing cuddling chickens hazardous health,LIAR,fe99a3db-8fe8-44d4-bed9-e9b8c3c6e438
false,one reasons budweiser stayed new jersey money got rggi put solar roof save energy costs,LIAR,78ab8631-f330-4f03-9557-8b4556dca411
half-true,marcy kaptur brought home 42 million new manufacturing jobs dennis kucinich voted,LIAR,0b5780aa-5f66-41b3-b824-3f6c2e8ca88d
half-true,obamacare cant reward person better behavior cant incentives healthier,LIAR,f8980e5d-f79d-428d-bb4e-7cd3f0f47a77
true,since world war ii gerald ford bill clinton worse ratings seven months president obama,LIAR,c3375a17-86cd-4df2-9529-fbd6647fb009
false,says governor going around state talking fund income tax cut benefits higher income earners lower income earners,LIAR,f272e7a5-118f-4f30-bc2c-672e09ca0f50
false,state new york spends money medicaid state new jersey,LIAR,3e9714a5-f88f-45f7-9caf-90a8948563ee
mostly-true,lowest percapita spending state nation except south dakota,LIAR,93cd1abd-feaf-420e-add8-259d7b0e7cdb
half-true,gov rick perry overseen highest texas unemployment 22 years,LIAR,b09bc986-e2e3-46e8-8509-ded8815b845b
barely-true,auto companies repaid taxpayers every dime administration invested,LIAR,5c4eccf5-74d7-4955-a9a5-ae6c0d019f2c
mostly-true,floridas proposed medical marijuana amendment would make florida one lenient medicalmarijuana states allowing use limitless conditions specified physician,LIAR,5e89f624-8fe5-4b65-8274-b61e42d5844f
mostly-true,democrats failed answer basic question want pay 1 trillion health care spending,LIAR,87f7c1c9-45f5-4c5d-be73-f54217e0bd31
mostly-true,says jon corzine gave away 14 percent raises 4 years stood front steps capitol publicsector union rally said fight get great contract,LIAR,d842766e-1220-4bc6-a828-7bd85d5e6eeb
barely-true,using littleknown loophole obama minions allowing nestle company export precious fresh water lake michigan,LIAR,7ea738f7-b816-4f10-9005-18e296a56dc6
false,mccain campaign elaborate obamas ties acorn,LIAR,e2a1de61-7b8f-49b7-93ef-bd15b12be444
barely-true,says proposition 205 blocks market entry new marijuana dispensaries,LIAR,395d10ff-69d3-4b98-98f8-32a88659d471
barely-true,said higher taxes fees,LIAR,a291ef88-3a12-4289-b61a-aa459fbc8f42
false,virginia made progress jobs since bob mcdonnell took office,LIAR,dad3a9fc-1b4c-4d2c-a02e-58293594b94a
mostly-true,36 million jobs sitting vacant part arent enough qualified applicants fill,LIAR,0e621865-00a9-4d13-b333-5caab3bd35a2
true,city atlanta either highest secondhighest average water bills country,LIAR,793d33f8-5acc-4360-b00b-f245de546aa9
false,says democratic party createda debate schedule maximize opportunity voters see candidates,LIAR,d9530936-3882-455e-862f-75eb95947aa0
true,im candidate milwaukee county executive voted increasing government pensions,LIAR,2f94d028-d579-45e0-b39f-198ea3926407
mostly-true,nearly 100000 people get shot every year thats 270 people day 87 dead,LIAR,437ac4f9-906b-429a-b2a6-856c36abde74
mostly-true,addition 1 percent sales tax would cost typical household hillsborough county approximately 12 month,LIAR,6b770ddf-9a76-4f3b-9fff-93c000681040
barely-true,one estimate says may three times much oil united states saudi arabia,LIAR,c0de9361-0ff7-446e-beec-9d321c93119d
true,rhode island spends 52 percent per capita human service programs national average,LIAR,2244e3cd-7258-4a09-a00b-3d652afc9026
half-true,metro atlantans spend hour every day five hours week commuting total 260 hours year,LIAR,c2983e08-bd11-4fe1-8000-6b5e18a9b14e
true,criminals learned spy americans hacking home computers looking video camera attached screen,LIAR,f0c883f6-8b1a-4b34-bdc3-90620b99464c
barely-true,says fewer jobs america today barack obama became president,LIAR,2a83f61a-282b-4801-b818-d5795f027beb
half-true,men outlive fertility,LIAR,1f3a6b83-c091-442b-840e-588e6db7b79a
true,senator turned state pension plan parttime legislators,LIAR,0110afc2-17cb-4601-902d-0f3c5339a7ea
true,says president john f kennedy released star green bay packer military reserve duty could play 1961 nfl championship game,LIAR,ae1ca382-0e2a-4213-9786-d299e50c508f
false,says kkk marched mebane nc trumps victory,LIAR,7443c3ad-df80-49fe-9d97-5c97f485516b
mostly-true,get ebola riding plane bus,LIAR,82146ff9-d9b1-41d8-9f24-e7e97a39f762
half-true,1928 school boards sent home letters children saying al smith elected president allowed read bible,LIAR,a4f44b99-a2fb-4f5b-ac85-a0ac5ea6c721
mostly-true,savannah home fastestgrowing port nation,LIAR,b867d661-1385-40fc-ac04-b86771ed52e0
half-true,republican economic policies typical american family saw incomes fall 6 percent,LIAR,ab7488b4-b845-431e-a8f9-02e3232e868a
barely-true,georgia tightened voter identification laws state sent van photographer homes people needed photo ids made free,LIAR,48401176-76e6-4772-b52c-f768ed158673
barely-true,illegal immigrants working mansion,LIAR,a29c2d73-3f41-47ca-9c65-2d4399ec3ee0
false,nuclear nonproliferation treaty enrichment limited basically weapons states,LIAR,43cfb6af-0650-4ccf-a7d1-6ad4a84866eb
mostly-true,1980 1990 top 1 percent saw income go roughly 80 percent median wage country 10 years went 3 percent,LIAR,23a732e8-c2ea-42de-ac33-d13e1bfb27d0
mostly-true,eighty percent us communities depend solely trucks deliver supply products sold stores ordered online,LIAR,27899c1f-f8ed-40c4-9b44-d6ac4e869062
false,paul ryan one six house republicans voted teddy kennedys bill force christian employers hire lgbt employees,LIAR,f09ce0c6-0cce-4157-97e6-3efce7a4d4d6
mostly-true,georgia one five states breweries cant sell pint beer drink premise sell sixpack go,LIAR,31b69e95-523c-4e7a-8785-14ff2021f325
true,hes endorsed every major newspaper state texas,LIAR,17bf06f0-6076-4665-b690-868cc96acb74
false,says 57 percent federal spending goes military 1 percent goes food agriculture including food stamps,LIAR,9b77cc60-8daf-4c4d-a3dc-4912f8e1d24a
barely-true,says gov jim doyle dnr put hunters first mismanaged deer herd result deer population dwindled,LIAR,9a21d32b-342d-45c3-8268-e4a4ea3d37c4
half-true,republicans taking credit provisions health care bill tried derail,LIAR,58469509-bc61-4006-992c-f180648e88ce
true,arent state cutting back public television,LIAR,d71f2111-069d-4dcd-8146-18c2e3b7a105
mostly-true,hope scholarship helped turn university system one best southeast two institutions ranked top 20 public universities country,LIAR,628c7c07-8b75-40dc-9baf-a1c56b7863c4
barely-true,health care mandate require imprisonment fines americans cant afford purchase insurance pay hefty government penalties,LIAR,f99c9ba2-857a-4441-a0e6-dbaad832f771
true,wake every morning house white house built slaves,LIAR,46833b95-df65-41c5-b0b1-12efb8d69b39
pants-fire,senate voted week allow illegal aliens access social security benefits,LIAR,d66e685b-67b0-4259-ac65-c5c22702ea00
half-true,cut state spending anybody 2016 gop field,LIAR,a37f0663-aa31-4000-9992-cb5a8ab7cd70
half-true,says hillary clinton called barack obama naive saying would sit talk iranians 2008 democratic primary,LIAR,a1caea30-3196-4149-9ee1-c3e8085bbc71
barely-true,already almost halfway 2010 goal creating 700000 new jobs seven years,LIAR,af261555-ff5f-4768-bc53-a42a4c96e64f
pants-fire,irs already planning 19500 new employees administer obamas health care mandate,LIAR,e1718399-8e75-4d4b-a1ae-c74c9dd3a03b
false,saysjosh mandels campaign fbi investigation,LIAR,3da67100-e05c-465b-b110-72f69e1b00d0
false,fox admits lie first amendment right lie deliberately distort news reports public airwaves,LIAR,c33a29ef-d9bb-4c47-9a59-7fb7d7a46414
mostly-true,says travis countys unemployment rate national average poverty rate exceeds national averageand local poverty rising,LIAR,8429a516-f2a9-4b6d-910e-31f0562ef85e
mostly-true,says stopped capital metro raising fares senior disabled citizens,LIAR,34fef5c1-c8d1-4d02-bb84-2b2d9b4de0a2
true,1950 average american lived 68 years 16 workers supported one retiree today average life expectancy 78 three workers support one retiree,LIAR,dc9ce0f6-be66-4bca-8ab7-b1122a70beaf
false,says ocean spray moving bordentown processing facility pennsylvania largely costs associated regional greenhouse gas initiative,LIAR,24463f92-d47a-4486-a85e-a9ca36275600
barely-true,says barack obama silent iran students took streets tehran people protested green revolution occurred,LIAR,f5184ecc-f01a-403b-8a57-c02e979e2439
half-true,global surface temperatures flat 16 years,LIAR,a37ce491-009c-4159-9253-55b26b3b1c30
false,us sen sherrod brown voted give illegals taxpayer funded stimulus checks health care even social security,PolitiFact,ee047369-76a2-4ce4-a48e-7a1cda8af328
half-true,report came fbi warning report saying fact alqaida planning attack malls christmas holidays,LIAR,fe759c62-7066-45ba-b0b6-7211544fbcae
true,cobb one largest school systems nation debt free,LIAR,edd4e2a0-2610-4e9a-a529-d80c96f7432b
true,virginia state tradition attorneys general resigning run governor,LIAR,01f5208f-bea6-4e04-a509-aff8925e92f3
mostly-true,says oregon today average debt upon college graduation 24000,LIAR,6246f5d2-0439-4978-a963-6db87727ff75
mostly-true,medicare part far expensive affordable care act unlike act never budgeted,LIAR,4f83d4e0-86f6-40f9-b410-d688676492bd
true,rick scotts former health care company columbiahca committed fraud,LIAR,bc48321f-82f9-425b-93b4-68e48b146695
false,says thom tillis gives tax breaks yacht jet owners,LIAR,d4239448-87ea-4ede-8bdb-c272a296d007
true,hillary clinton starts 47 percent country,LIAR,cce52d9b-30ab-495b-920d-ddcad4af7d2f
false,says kay hagan supports waivers friends obama special treatment congress staffs,LIAR,66a32143-c500-4e10-a1b1-cc678de27cbd
half-true,congressman tom cotton arkansan congress democrat republican vote disaster relief five times,LIAR,f7c24b57-d6c9-4e29-9435-de87fa2fdb8b
false,fundraising numbers grassroots support unmatched,LIAR,04aa6d8f-ddc9-461b-b58b-1d2f0d8df936
barely-true,brendan doherty wants repeal obamacare increasing drug prices seniors,LIAR,0248dbec-f488-4517-83dc-b605fa02a302
barely-true,us rep john barrow georgia helped support implementation obamacare,LIAR,5c9115b9-c84b-4b69-8160-266cafaa4473
false,iraq war said loud clear youll destabilize middle east,LIAR,1c959241-46e4-415e-bc20-3dc7b105c6ea
false,new dollar coins god trust gone,LIAR,810bf908-32d0-4b90-ab6e-230811db6e26
mostly-true,unemployment high long since great depression,LIAR,75f42cf5-1f40-495b-8fed-bb827550f582
barely-true,financed largest parking expansion program without rate increase,LIAR,c8171ad1-0ff3-45c8-aa88-608ba3e4b3d9
mostly-true,says unions call obamacare bad workers,LIAR,c9b06f3f-1450-4c63-9493-65e9490aff9f
Fake,photos shared online august 2024 showed three authentic vogue algeria magazine covers featuring olympic boxing gold medalist imane khelif,Snopes,8da9a28b-b958-4c5a-ab97-64b9d6859778
half-true,says president barack obama responsible assassination least four american citizens drone strikes,LIAR,783bbbb9-2cc9-47d5-ae67-61c86295ad83
false,heres something people never talk coach schiano rutgers best graduation rate division football program america,LIAR,82b35911-bcd9-4f49-811c-d5f0a708cd35
false,theres still 400 billion 500 billion stimulus plan spent dont stop,LIAR,063fb56a-fdc4-4953-b5be-ff288fbbf194
barely-true,supreme courts views radically step public opinion regarding decision legalize samesex marriage nationwide,LIAR,2913724f-23e9-4dc9-9f15-7be7ec4462cd
barely-true,says texas uninsured people state 6 million,LIAR,2de7df12-0a94-4c03-ae0a-384fcdd5ce70
true,supreme court 15 times last 120 years said marriage fundamental right never said man woman,LIAR,a5210161-37a8-4cec-a4de-a8786c58631c
mostly-true,donald trump asked florida casino gambling said,LIAR,55a055fd-713f-4f25-877f-1ac67245f96e
half-true,wrote secretary paulson wrote federal reserve chairman bernanke march 2007 told something deal nobody anything,LIAR,61cc4cb6-dbf1-4fce-a954-a6fa2b9078c9
barely-true,says five studies show tax plan cut rates still bring revenue without raising taxes middle class,LIAR,b3d7da48-f692-42ec-8b61-5d3526fbf96d
true,says us department homeland security must report 100 congressional committees subcommittees,LIAR,7ce7e638-3552-43a0-b5ab-03ea238f8379
false,george bush took office president clinton democrat democratic congress time left annual budget surplus,LIAR,9a632501-7b70-4200-954d-95afc7f8e489
barely-true,says rick scott raised property taxes,LIAR,dd59702f-0415-474c-bdc0-52d8436758ab
false,state bill would end longstanding requirement local governments repair highways sidewalks block injured citizens suing neglected maintenance,LIAR,dc41d7dd-86d2-4c3e-9f66-3109bbe51716
half-true,support sharply limiting collective bargaining public employees,LIAR,79f17d1d-f855-4484-acec-3a79a8e3a5f2
mostly-true,sharron angle voted protect sex offenders,LIAR,df00a1a2-e3a9-47cf-bb6b-f6b8b5c4b5f4
mostly-true,says president barack obama revealed state union address earmarks,LIAR,ef9dbfb7-8fa4-433f-b713-12bf3b93523c
false,sponsored cosponsor legislation ever passed everify provisions back 2010 served legislature,LIAR,604b85c7-eeb1-4b75-846a-a44d8159cc49
true,says republican us senate candidate ted cruz opposes dream act supported 85 latinos,LIAR,1fd2d218-5545-42de-81f0-9931c16ee799
false,us reps john barrow sanford bishop fellow democrats went spending spree credit card maxed,LIAR,e2bcca13-0b7a-482c-a483-18bc1ef884d1
barely-true,germany crimeriddled right migration europe,LIAR,d74a3e76-6f82-42da-967f-c3b14fec0068
barely-true,russia went war georgia 2008 us sent strong message vladimir putin sending warships black sea airlifting combat troops georgia afghanistan back georgia,LIAR,49030c5f-477e-45df-84e3-4f5eae01d495
barely-true,united states major country taxes exports,LIAR,b8f960da-f4a8-4194-ba9e-bed1cfe052a6
barely-true,bill mccollum said tax cuts dont work,LIAR,cb8765b2-a91e-4a9d-be26-e4c3babc3d67
mostly-true,says jennifer horn chairwoman nh republican party owes 92000 back taxes,LIAR,bceb9d30-3648-4ad1-90bb-c75668483888
pants-fire,sell house 2012 pay 38 percent sales tax,LIAR,3274def6-9d76-4b2f-869f-38285c801e4a
false,congressman cicilline mayor providence espoused sanctuary city,LIAR,c66811af-66aa-4640-9999-ca77675e03c9
false,says state senate candidate aaron bean voted give health care subsidies illegal immigrants,LIAR,96d4e7c2-0dff-42be-b5ea-dbbde827a20a
half-true,according recent jobs report weve got americans leaving workforce finding jobs,LIAR,cb1967a2-da47-4e7e-ba0f-0c39c5b3b364
half-true,says opponents proposed austin school district bonds say districts debt load doubles new bonds,LIAR,8dd3844c-adbb-4b32-bcfa-5f04d925ea24
half-true,whether government bail insurance giant aig,LIAR,3ec2ee1c-57d9-4adc-be60-c71a605e168c
true,day nation pays communist china 739 million interest debt,LIAR,ecbc5692-9126-4419-9ddd-83bc94fea205
true,record number immigrants mexico apprehended border,LIAR,a0c9f5b1-d5da-423b-a80d-a343e1e55bde
pants-fire,says president barack obama doubled national debt taken two centuries accumulate one year,LIAR,ce6c533a-46f1-4ef6-bcc0-ec10173dc444
barely-true,prosecutor wisconsin supreme court justice david prosser investigate file charges case involving 30year pedophile priest participated coverup,LIAR,3e117929-16f0-4bc3-92f2-1f56e8d78504
true,became republican sooner life ronald reagan,LIAR,891b5a43-cca5-46d4-958e-0aed9593095e
barely-true,us troops getting 4 hours ebola training deployment liberia,LIAR,40f24e29-1166-4435-a216-a61aad2bdfba
half-true,budget deal struck 2011 trillion dollars cuts went effect immediately special committee set get agreement another 3 trillion cuts,LIAR,9d6c1f02-3ce0-424e-9f8f-a74e1a677294
pants-fire,fidel castro endorses obama,LIAR,d6af19ac-3d50-4d1b-bd47-fb956166e129
true,sixty percent new jersey doctors accept medicaid patients,LIAR,50d60073-1ee3-449d-8430-4160caa06ac7
pants-fire,says marco rubio one open border,LIAR,dc59d0cf-3a91-4d41-8506-16fbebc0cbb9
barely-true,lbj startedwaronpoverty 14 americans lived poverty 50 yrs later 14 still theres betterway,LIAR,18bd1b84-6e3c-4493-91d2-5fe025f14d23
half-true,saturday night live executive producer lorne michaels could put jail amendment making fun politician,LIAR,35baa201-eca0-4f19-8d75-a4d13272a1de
half-true,city atlanta overbuilt housing,LIAR,fc189e2c-ba1b-494a-ba1c-040b2b8add6c
true,weve 11000 attempts amend constitution since 1789,LIAR,2f2e3aff-5568-42d2-88b6-d52d6cc871bc
mostly-true,tax code allows groups use political operations within tax code guise charity use undisclosed millions dollars political campaigns,LIAR,92554947-de53-4a91-b0b5-ec766b459c24
mostly-true,twelve percent garbage collected solv cleanups volume plastic bags,LIAR,3c022818-14df-44d3-83c6-5c5134d8893d
pants-fire,300k home owner suicides attributed foreclosures,LIAR,f5e1b477-5f07-4956-8479-8294cf3dc7d3
true,says sen rand pauls 2011 budget included big cut cdc,LIAR,9a712156-e4f5-43c4-a48e-854c4dbf3c1f
mostly-true,women receive 77 cents every dollar man earns,LIAR,c0e743b1-a511-491a-a3cf-3115c6a06d9d
false,sort informal commitment build psychiatric building downtown cleveland,LIAR,45c61ff9-373c-406c-86d0-9df560885194
pants-fire,government panel didnt include cancer specialists says women shouldnt receive mammograms age 50if government takes health care recommendations like could become law kinds diseases,LIAR,b706f0cb-7de5-4591-adeb-9131baa402a4
barely-true,says russ feingold got paid 8000 lecture stanford university,LIAR,1cd08ff5-32be-4611-a04d-d8b0ec9635c6
barely-true,saystom cotton voted preparing america pandemics like ebola,LIAR,2b973754-8b35-4634-be57-cf6dc819458a
false,kip kinkel clackamas town center shootings citizen gun stopped crime,LIAR,9d5e50bb-0eab-496c-93aa-2987ed0e6649
mostly-true,florida enjoying lowest crime rate 39 years,LIAR,a740ef05-3281-4f72-a5bf-45e596dc465a
barely-true,rhode island thousands jobs created federal stimulus program,LIAR,e6a89871-103f-48a6-ac18-cac5efd5b8da
barely-true,energy plan economic plan proposals youll hear tonight ive offered spending cuts beyond cost,LIAR,50094a91-d566-4835-a9b7-b9bda6547b3c
half-true,projected 307 million people use train annually keep mind amtraks acela train washington dc boston philadelphia new york baltimore 32 million riders 2010,LIAR,877e39ed-93b0-4626-a1d8-3c1f9cf005c6
half-true,texas sexting felony sex offense teenagers mean 10 years prison,LIAR,37287957-1d3b-44d3-a54c-7d6716db9fb7
half-true,says new hampshire fourthlowest unemployment rate country maggie hassans time state senate,LIAR,9c8554f9-aa05-4110-88e2-cf140060faf8
barely-true,georgia saudi arabia pine trees,LIAR,08231e9a-e9c8-400e-adea-6f43f0285863
true,research performed economists shown consistent positive impact jobs income tax revenues arising stadiums sports franchises,LIAR,93aaa588-416f-4f11-affe-542b88413a69
pants-fire,says target installed urinals womens bathroom accommodate ones giblets,LIAR,786e3a0f-2d2a-4922-94aa-cf6a2466f4e0
true,federal spending discretionary interest national debt social security discretionary discretion change law true medicare medicaid,LIAR,29eeff89-306f-4260-a56b-775d7bec4dce
mostly-true,republican ideas health care dont give people option even enroll something afford,LIAR,0caf7760-15bf-46d8-89c1-3876ed85e2e8
false,says president barack obama built 16 trillion debt,LIAR,115b7335-c921-451a-8b69-6ad07b5d8d9f
False,children us gone school returned home received genderaffirming surgeries,Snopes,5d18ec64-84c6-4223-b10a-dd6e213cce82
barely-true,president worst record female labor force participation barack obama,LIAR,ff4bafdd-9684-4772-8c6f-c88afac24bb0
barely-true,students today take years get college,LIAR,caa01a32-a280-4591-af88-4377bd3cba64
half-true,david perdue said hed raise taxes,LIAR,03c0681c-c7e2-42ff-b4b5-0ee76e3df48f
barely-true,minimum 40 percent view child pornography end molesting children result,LIAR,e531697e-7767-4b05-a797-966dac3957e0
pants-fire,politician reid ribble wants phase social security forcing wisconsin seniors fend,LIAR,3af9c76d-66da-4fe2-939a-5bb409e00122
half-true,us rep connie mack voted raise pay several times,LIAR,7f77bcf2-99fc-4f30-b36d-e924cbdb80d1
mostly-true,says gop primary opponents glenn grothman joe leibham cast compromise vote cost 788 million higher electricity costs,LIAR,41e949bd-a578-4bc9-8045-f3eed702d9d6
pants-fire,harambe received 15000 votes presidential election,LIAR,966ca24a-f2e5-4ef8-8a41-b1f100b74fcc
half-true,atlanta 1 trading point sexual slavery america 100 200 girls sold slavery atlanta every month,LIAR,069c79f2-3fc5-4d44-abe9-8e86c6d176ca
false,says unlike tim kaine investedin education indiana gov mike pence slashed education funding,LIAR,2b307fa9-b6fe-41d2-8c29-7eb3c223dac9
pants-fire,woonsocket needs garbageburning power plant residents paying nose electricity thats fueled foreign oil prices skyrocketing,LIAR,1f2400ac-8b95-44a6-b2c5-c07202a3f22f
half-true,mayor really serious supporting phillys schoolchildren handling citys looming fiscal crisis could begin slashing size administration already 45 percent larger predecessors 40 percent costly,LIAR,626db0ed-0afb-4d42-b7ad-ba593bc9002b
barely-true,says debbie wasserman schultz voted repeatedly send terminally ill patients prison,LIAR,ccb3f505-ddc2-434f-86e8-12b8c95857b9
Misattributed,vice president kamala harris said promise everything could done didnt wouldnt promise even though could dont dont know otherwise would done,Snopes,4773325b-e20d-4145-bb3c-32acd9b97db3
mostly-true,ill running career politician,LIAR,2340c2ef-16fe-428e-97d2-28c0bd4f454c
barely-true,broward county one three counties nation pivotal obama victory 2012,LIAR,f76e9c74-527d-4a26-b6a7-0e11673da22a
mostly-true,sarah palin repeating abraham lincolns words discussing war iraq,LIAR,a73fb881-f29d-4747-a09f-341ceaf7c941
false,ben franklin quipped two things life certain death taxes think even didnt envision tax man would visit day death,LIAR,10cbf415-b124-43df-a4db-a213e80f10fc
pants-fire,know stop aids persuade men sex men,LIAR,9e9ba4fb-027d-43fa-84b6-4cad935c2f57
mostly-true,says texas 11 different felonies commit oyster,LIAR,4dc6745f-aff7-4537-b41e-1cc1bee98086
false,us deficit increases 3 million per second,LIAR,bee1d587-bfc3-4c77-b5ec-bccfc5308b49
mostly-true,bp setting claims offices throughout state,LIAR,6acc03b1-ae58-49d5-8bf9-a1d816e1746c
mostly-true,bottom 10 dollars classroom top 10 dollars bureaucracy red tape,LIAR,6637643e-9daa-497b-8b1a-5cc983663cec
false,says hillary clinton aide huma abedin ties muslim brotherhood,LIAR,23424722-29e3-419a-99ab-eb2023ee8aea
mostly-true,president authorize killing us citizen fights foreign terrorist organization,LIAR,648fac11-8422-4476-85ce-bb016bd30f28
mostly-true,president obamas director national intelligence admiral blair put way highvalue information came interrogations methods used provided deeper understanding alqaida organization attacking country,LIAR,fbe5c6d1-f110-4fa3-898c-f6207b672105
true,governor palin popular governor country,LIAR,96ef0016-f404-4a3d-87b1-50470fc2869d
half-true,comes state deficit wisconsin proportionally much trouble state california,LIAR,d1a0eb93-860e-4f34-9485-9f99f3cbc78b
mostly-true,average college students taking six years get fouryear degree,LIAR,ba6e7041-414a-4d94-bf89-c8fca250a348
false,says wisconsin state senate president michael elllis rneenah broke senate rules debate photo id bill voters,LIAR,c794abb0-7177-4a24-881b-4fa4e5a8ad07
barely-true,says first local official endorse barack obama,LIAR,29af80ef-d06c-4efe-8643-4017825e47f5
true,moammar gadhafi set visit united nations one would let stay new york trump allowed gadhafi set elaborate tent westchester county new york estate,LIAR,dad0d8de-06df-405a-8260-96cea32441ae
false,raising taxes,LIAR,32dea7fb-6ed8-4e93-9c3d-7146f3e5f85c
false,13000 floridians able vote governor wont tell,LIAR,1da01407-49fc-4d4b-877a-60cf56170360
half-true,arizona immigration law,LIAR,1ff76b2d-572a-4894-9fc5-bca9d0dbdb1e
barely-true,floridas fouryear state colleges offer bachelors degrees 10000,LIAR,b3be9bc9-b4af-40fc-ba46-1947b7899cfa
true,member union median weekly income roughly 200 nonunion member doesnt include benefits,LIAR,31af29b8-b116-4a66-8523-3fd53099359f
half-true,says true florida black bears apex predator,LIAR,c9fa97e7-f78d-4084-bd34-bd7542b2fbd0
false,leticia van de putte voted give illegal immigrants country free health carenot emergency health care total free health care,LIAR,d4186e61-05a9-4a06-a49b-bc41ff0cd252
mostly-true,north carolinas coast possibly best place us offshore windfarm,LIAR,1b0c506e-0063-4f9d-bec4-bdeeb2b0cdce
half-true,women still get paid much men even work period,LIAR,a26d3538-d8be-4a06-b97b-cd1db7b4f0aa
true,pregnant women trying buy health insurance barred maternity coverage preexisting condition,LIAR,5be96ba7-bc9d-441f-bcf4-3bd79a38e8d5
false,mitt romney says arizona immigration law model nation,LIAR,a77c2820-8294-47d1-b56e-079336fb528c
true,obama put 10 percent tax tanning,LIAR,4035060c-60cf-4ba3-83de-abaadecd4537
mostly-true,says measure 11 one significant reasons decrease violent crime,LIAR,c8dbc4a3-8afb-4121-8b45-c4142107ae86
mostly-true,says opponents health care law prevailed two main arguments us supreme court,LIAR,4a79c73e-e90a-48db-8f31-be36b929ce04
true,two days interest pay china enough buy one joint strike fighter jet,LIAR,a63083d0-b4d8-450b-b804-0b49a92c34f5
mostly-true,says us senate candidate tammy baldwin proposed 39 trillion tax increase tax increase extreme even nancy pelosi voted,LIAR,4bc83467-1dde-4d2e-a40e-a0eac9121ce0
mostly-true,odd fact odd draft 2 overall pick earn 1 pick due state tax florida 2 bad,LIAR,ff7f1666-3055-4d78-a145-74bb408ce693
false,says wisconsin women facing pay discrimination cant something bill passed republicans,LIAR,7688693b-0d5f-4a06-878d-7f8cacff9859
false,first latina run governor texas,LIAR,a431e704-f1a4-423e-8926-9c817ac49bc2
false,says ron johnson benefiting several super pacs,LIAR,3b1b625f-7ea3-4a7d-98ef-7edd931523b3
pants-fire,newly elected republican senators sign pledge eliminate food stamp program 2015,LIAR,22d64002-0de1-43e1-8f08-da34e5fa53f4
false,state house incumbent jill chambers ratlanta personally profits taxpayer money,LIAR,c7c9c51a-c664-4574-a41c-36d603286098
false,half young people medical dental law schools women,LIAR,797b848b-9046-410f-875d-2a44bf27ca50
true,says unemployment insurance trust fund broke billion dollars debt federal government,LIAR,d94c82a1-0c9f-46e0-a94b-b7678ac0f1aa
false,gov nathan deal taken least 15600 koch brothers businesses employees,LIAR,21c31d6d-7fd6-4bd4-9fa5-ffc9768204ee
pants-fire,finished controversyabout wherepresident barack obama born,LIAR,35adc1fe-d0b6-4e51-8eb0-7f6d33ed65d1
false,affordable care act signed 17 million american children preexisting condition uninsurable,LIAR,cf0d4275-f187-4cbe-b6c9-81f769f55d7b
half-true,says detroit dumping bunch sewage lake erie causes big problems ohio,LIAR,f453300d-99b4-40e6-b7d8-fcd319c64b3d
mostly-true,ran incumbent president gerald ford know much money raised none,LIAR,939df56b-a9d2-486e-9b2c-b56144dde7e8
mostly-true,people killed terrorists 2015 year ever 80 percentincrease 2014,LIAR,45282eb4-96ff-49ef-b32f-c649d87c696e
true,say state law systems development charges spent capital investment,LIAR,48b4a2e7-b64e-4c6b-9bb0-2562407e8c94
barely-true,illegal immigration costs country 113 billion year,LIAR,712c38db-35aa-49ca-926a-2fb293b27f5e
true,donna shalala left 12 million doses smallpox vaccine created enough vaccinate every man woman child smallpox america,LIAR,84aa8a7e-487d-4da8-87dd-7c72677a224e
mostly-true,41 cents every dollar us spends borrowed places like china,LIAR,3729b29f-59d4-4196-aebb-797cd5b9eee0
