label,statement,source,uuid
half-true,john mccain right one lineitem veto best tool president rein excessive spending,LIAR,9991bab9-3d34-406e-8258-6cee1452369d
mostly-true,says 588 school districts give 31 former abbott districts 70 percent aid,LIAR,3cf90451-d492-4d7c-b7d6-3810fa42d152
half-true,regime change iraq took eight years,LIAR,7b797f10-e06b-4fa0-8c5b-59db7a5fc3db
pants-fire,governorelect scott walkers opposition highspeed rail killed 13000 wisconsin jobs,LIAR,da8ad27b-ad50-4cb5-97c1-0cffe058d7b9
true,says scott walkers views abortion restrictive republican president recent times,LIAR,e813d3d6-9777-4f24-ba6f-07bd406898fc
mostly-true,taxes president barack obama wants raise top rate 448 percent,LIAR,4c10ff37-93e7-4dd9-ae17-b3273095a958
false,says president barack obama gone texasmexico border,LIAR,3d60597a-00b0-48de-9cbb-634bc1513b79
pants-fire,springfield ohio theyre eating dogs people came theyre eating cats theyre eating theyre eating pets people live,PolitiFact,7b272c04-59dd-498f-a36d-e412d8569b21
barely-true,says hillary clinton asked repeatedly provide security benghazi several occasions including direct cables,LIAR,5f7f5e20-3bc3-465d-bce1-b883db8f1e5c
pants-fire,eightyfive percent rhode island tax returns filed year 2010 individuals earned 30000 less,LIAR,0aa5056e-c088-4c43-b56b-f3e700ad2cb1
mostly-true,created jobs last year bush administration eight years,LIAR,7d992f62-28db-4c0c-a993-a4fece748b14
false,support ronald reagans policies,LIAR,3707d6b6-927f-4471-b452-832eb6874344
half-true,every survey shows strong satisfaction private coverage,LIAR,dfff4b06-7099-4613-9f1f-601b0f567236
false,totally war iraq saying many years would destabilize middle east,LIAR,632518f9-9d56-43c1-9c5f-fcd24a9413bb
false,wisconsin women paid 81 cents dollar man job,LIAR,100d0226-da50-4460-bd0c-b2c5abe81bda
pants-fire,says ted cruz flipflopped president needing usborn,LIAR,ab2737c9-3ab3-4aeb-885f-4bb6f646d1df
barely-true,says attempt try compare massachusetts health care law federal health care law completely intellectually dishonest governor romney raise one tax,LIAR,5715ea42-d31a-40a8-88a8-a7be414f284e
false,trump put fathers money mutual fund hed 8 billion,LIAR,0dbb7b0e-e9e3-4d5e-b3b6-b166ca4ac914
barely-true,always focused reining deficit,LIAR,4fe7a904-637a-4383-858d-6933774a3c84
mostly-true,republican state lawmakers refusing give people states tax dollars back form expanded medicaid,LIAR,3d2006b4-6d93-4e83-8872-84bf9ad77b00
mostly-true,cant bring ipad piece paper pencil wisconsin assembly gallery take notes whats going bring gun,LIAR,fea1edba-c2d9-45ca-86b3-d9e06c5e8e54
false,says unemployment ohio significantly higher unemployment rate states forced union states always way,LIAR,3befd8f9-5344-4dcd-af4c-7209e81d1852
true,ive got 94 percent career voting record congress bill nelson 92 percent voting record,LIAR,bb75e79e-bbba-4141-86ae-68311b336dc6
mostly-true,many concerts would taylor swift perform pay one day interest national debt would perform every day three years,LIAR,0e5a802e-23fe-4380-b6ba-d7499ea1fe71
barely-true,hillary clinton barack obama want raise capital gains taxes apply home sales,LIAR,1e415796-2a37-4569-be2a-0791ad539495
false,georgia legislatures last day session ends midnight,LIAR,20042e0c-4264-4d96-bb9c-d3d4fb00f468
mostly-true,gap rich everyone else america wider today time since 1920s,LIAR,8dcda426-8038-460e-b42e-812ac3f2e827
false,libya supplies oil china get oil libya,LIAR,4c4a9590-3a75-44bd-a392-75031cdef318
half-true,says david dewhurst went drinks senate debate abortion bill,LIAR,e18465eb-3f28-46b7-b989-8d39e565a5cf
true,says state department spent 630000 get 2 million facebook likes,LIAR,04fe5f8e-61aa-49ab-b15c-37bfb63880cc
half-true,gov bob mcdonnell 2010 even create enough jobs keep pace population growth virginia,LIAR,58d3424a-69c3-4698-8d6a-2f824bf5aa25
half-true,says chris dudley thinks oregons minimum wage high,LIAR,e2181aee-19c8-4b07-984a-77b51ec07e24
false,never asked megyn kelly removed debate moderator,LIAR,932ac31c-31ea-402e-b2e9-db5960a89249
half-true,1960 spent 3 percent gdp infrastructure projects like interstate highway today spend less 1 percent gdp vital investments,LIAR,46c496b9-b25e-4e2f-b786-7927de0e07d9
true,within 600 miles 60 percent america perfect location,LIAR,58abb57c-3f5f-4b46-903a-fe00ee273df2
half-true,steps took 2 million americans working right would otherwise unemployed,LIAR,b8ed5643-ae98-49e9-8fe3-f67a12681667
half-true,hear gov christie tell everything new jersey going fine well see another new jersey 400000 unemployed one worst jobless rates country working middle class families seen costs soar property taxes college tuition,LIAR,f23ae31c-6652-4fc3-ae64-f1f22bcbc28f
half-true,overwhelming majority americans support passage dream act would provide path citizenship undocumented youth willing work college degree serve armed forces,LIAR,52a3424c-8e18-488e-8cd0-5731d1cef1f7
mostly-true,im product mixed marriage would illegal 12 states born,LIAR,acf527e7-14a8-4b48-9e4b-3fa9ae1a841e
half-true,bill ive signed dont cut anybodys salary dont take away pension dont destroy health care,LIAR,2f43067a-af0f-431b-beea-69c6abc9fd84
mostly-true,says federal debt doubled bush administration,LIAR,59b54d4c-42ca-4aec-a1ec-ca084ac5c145
false,look nearly 150 men women served us texas supreme court half zero prior judicial experience,LIAR,3f44fc1f-83f4-484b-b51f-58fa04a579a9
false,ninety percent people work country work companies 100 people maybe even less,LIAR,c503dd2e-efce-450e-abde-e87585fe3ce6
half-true,pending federal waiver 2013 legislature eliminated overtesting students grades 38 decreasing number tests 17 8,LIAR,06b76be0-b70d-415f-9078-473219a49f52
Miscaptioned,photo shared social media mid2024 accurately showed size comparison bears paw man holding,Snopes,9707106c-c6eb-43b1-a85d-18d30141d0e9
half-true,since gina raimondo took office investment fees states pension portfolio gone 12 million annually 50 million,LIAR,234184b8-8df3-43be-a8a0-b56702a684dd
half-true,says scott bruun supports allowing corporations secretly funnel millions dollars front groups finance attack ads,LIAR,414996dd-0041-419c-8493-174fb4fd4c37
half-true,anyone know irresponsible senator buono shes one budget left us 2 billion budget deficit fiscal 10 fix mistakes fiscal year 2011 11 billion budget deficit mistakes along partner jon corzine,LIAR,d0d3bb26-65b1-4f74-a251-87f50531bdc6
false,serial killers people commit domestic violence start abusing animals,LIAR,27abc256-ccc0-427a-9285-fa6e849c546d
false,whether governor massachusetts able appoint interim us senator,LIAR,b4d3f7d7-1004-4408-b3da-9c30c732f557
false,spent 223million bridge alaska island 50 people,LIAR,5e1b2b62-f026-4761-aa12-87e09000afd3
half-true,united states best health care delivery system world,LIAR,1ac04b4a-f12f-4cfb-bc43-36b14c6da049
half-true,says federal government spending 765828 subsidize pancakes yuppies washington,LIAR,20059489-fe71-4345-bd9e-77b40d28961a
half-true,28 percent kentuckians dont online access,LIAR,6adb37dc-175b-40c6-9efb-a82dd80d06b3
mostly-true,says state sen paul sarlo said february njtv tax increases budget voted night senate budget committee raise income taxes 800 million,LIAR,2d6034e6-f665-48b5-b4e2-83154fa8220d
half-true,john kitzhaber created 128000 new jobs governor,LIAR,65e18b63-79dd-49b7-88e3-fbbdbf96ecd9
false,years redistricting open interactive transparent redistricting process tennessee history,LIAR,6d4a9aad-cf6c-4c7c-9715-dfe14c301a6f
mostly-true,president obama said 22 times could authorize immigration reform executive order,LIAR,3754215b-f257-44fe-80fc-f652f1101f38
pants-fire,didnt endorse federal stimulus bill,LIAR,e493aaad-26cd-4349-b839-92fcc290e601
false,preparing rules package 112th congress gop discussions democrats,LIAR,758614a2-a569-4e7f-8d32-f57435423c5a
half-true,raising minimum wage actually help half work fulltime average worker 35 years old,LIAR,fc40bb1b-fcee-4f35-aba1-e1d457488868
pants-fire,working tax cut created 40000 new jobs last four years,LIAR,72ec9b94-dc0e-4c82-af00-8352bd1da5ab
half-true,says mark warner supported harry reid line,LIAR,1cedd138-47de-49a1-a8a2-b6ec5346a58e
barely-true,says never wanted raise debt ceiling,LIAR,61499604-7f65-41e9-874e-7c875210bff6
barely-true,says us rep stephen fincher breaks earmark pledge,LIAR,eaaa8264-a644-462f-a019-3977fcf2a73b
false,nfls philadelphia eagles endorsed kamala harris president,PolitiFact,232ecc0a-2caf-4de9-bd12-8162df1af4bc
false,haitian immigrants eating pets wildlife springfield ohio,PolitiFact,4eee8da2-b72b-4704-bf53-a1b7f87508af
true,stimulus bill contains 20 million removal small mediumsized fish passage barriers 25 million rehabilitate offroading trails atvs,LIAR,61d3e0e9-aa63-48e2-9e65-410fc8789d96
half-true,united states 1 country world energy resources king daddy dogs comes energy,LIAR,eaa5f832-0193-4a12-8790-c4325a0dfe1e
mostly-true,says williamson county attorney jana duty never prosecuted single adult felony case,LIAR,0faff372-8bc0-40b9-956e-416b0c4a8772
half-true,last election november 63 percent american people chose vote 80 percent young people 75 percent lowincome workers chose vote,LIAR,9e0f9611-687d-4274-88b8-182c3a030c3f
pants-fire,eric holder supportive naacps efforts get united nations involved elections,LIAR,f51640df-1afe-47ac-adae-1d51726ddf4c
true,says baby coos county two times likely born mother someone used tobacco pregnancy average baby born oregon us,LIAR,a8b83773-b3b5-4ea5-bce5-f0ee93632766
false,carol sheaporter wants increase taxes small business job creators,LIAR,13f9f53e-101a-4b48-83a0-ed1ab4381e56
true,month january canada created new jobs,LIAR,7178a085-a6af-45e1-8677-a25d2d81b35b
half-true,says 6 percent republicans across state voted democrats,LIAR,7fd108c5-6153-453f-9a90-c6e2a420063d
barely-true,donald trump described hillary clinton one best secretaries state history,LIAR,908b83f2-1dc9-4d04-aaa5-3f41dd79cf3f
barely-true,18year senate career russ feingold supported judges voted deny individual second amendment right promises protect rights thats record shows,LIAR,6e03c0d3-994f-4e1e-bb2d-f66520df9470
half-true,america never made gutting intelligence services bill clinton think former cia director george tenets words bill clinton gutted american intelligence,LIAR,d737b624-731b-4a3f-9195-325d55c1ee71
mostly-true,congressman phil roe hands 13m government check federal program voted,LIAR,50c0e500-401a-4e37-9a76-c5ae6a1f19e1
pants-fire,says barack obama said keep talking economy going lose,LIAR,fa749a75-823f-45ad-bcfd-9cad623a543e
false,says us senate candidate tommy thompson supports plan privatizing social security,LIAR,77b657c2-0ec6-4866-a66d-88d020a35a20
pants-fire,medicare monthly premiums go 10420 2012 24700 2014 due provisions incorporated obamacare legislation purposely delayed confuse 2012 reelection campaigns,LIAR,a2a7ed4b-bb47-4704-9d66-08790da01bb5
true,says state lawmakers voted spend virtually rainy day fund four times since funds creation,LIAR,da626fe4-8f46-4fd4-8311-d0348965ce59
mostly-true,wealthy taxpayers middleincome earners get deductions tax code,LIAR,d4a67687-18b8-4a2a-96da-705e91ad0b17
true,second quarter row campaign raised money challenger nation brought fundraising total 800000,LIAR,c582ff91-0d48-4ae2-b50b-79b905de110f
false,number americans receive meanstested government benefits welfare outnumbers yearround fulltime workers,LIAR,c1cf7dd4-5418-4e73-b0a0-051dd8b06568
pants-fire,says plan would narrow time early voting still one aggressive early voting time frames america,LIAR,c1c2f725-1679-4861-ba98-365c95f47b4e
half-true,says rick perry increased spending texas 50 percent,LIAR,4104cd3c-2ab8-4219-bb70-7211ebb8b3d3
barely-true,says gov chris christie come new agenda ethics reform september 2011,LIAR,bb0d4e28-7cf5-47db-b4e8-dc8b7039b07e
half-true,one extra year schooling girls reduces infant mortality rates among children 10 percent,LIAR,52009512-1455-4795-85cb-edb5ca51e5f7
barely-true,first lets get work day sold 240 dozen doughnuts 830,LIAR,f9d6864d-dd10-490d-9d34-82a7c506a005
pants-fire,say new jersey reps donald payne frank pallone socialists openly serving us congress,LIAR,d971facc-1f49-4111-bb50-39264fbb8998
half-true,says president barack obama made unilateral changes obamacare 38 times,LIAR,5f20c8c2-fffb-4e5c-8d36-2edcd3f90b98
pants-fire,amid crisis southern border reports illegal migrants carrying deadly diseases ebola virus,LIAR,7d6b5904-cc7e-436e-8b05-a5d568624393
true,sea levels rise six feet due climate change waterplace park providence wickford village would swamped,LIAR,84055ae7-7bb8-45f8-b60a-c1b31452d64a
half-true,says hillary clintons approval rating went 70 percent 52 percent 18 months,LIAR,77dd9e29-481b-4347-9863-05981898e728
half-true,says taxes raised 115 times eight years became governor increases part path led wealth jobs people leaving state,LIAR,53119f61-5449-4c5f-a792-cb11ad5513e5
half-true,says new years day fiscal cliff deal reduces deficit,LIAR,888b11b8-32a9-4847-8b03-6c2e39b19550
true,fiftysix percent decline overall crime 73 percent decline motorvehicle theft 67 percent decline robbery 66 percent decline murder way beyond happened nation period time crime rudygiuliani attorney new york republican 9 11 10 7 3 new york ny 5122json mostlytrue 1958 16 states country prohibited prohibited africanamerican caucasian married civilrightsgaysandlesbiansmarriage sheilaoliver assemblywoman new jersey democrat 0 1 1 3 0 news conference 11191json true says donald trump changed mind abortion abortion carlyfiorina california republican 5 5 4 3 2 first republican presidential debate 10315json mostlytrue many years ever since inmate completed high school diploma incarcerated state correctional facility adults correctionsandupdatescriminaljusticepublicsafety lcbusterevans assistant commissioner georgia none 0 0 0 1 0 press release 1964json mostlytrue says us rep michael mccaul sixthrichest person congress candidatesbiography tedankrum retired texas democrat 0 1 0 1 0 speech 624json true mccain raising campaign cash one jack abramoffs closest business partners scandalplagued conservative activist ralph reed,LIAR,4f1f6b85-4fb1-4624-9b4a-9cdbab3820c2
mostly-true,seeing 30 straight months privatesector job growth 46 million jobs created,LIAR,f5231837-b2d9-44b4-8af5-0113d92b2f54
barely-true,georgia crackdown illegal immigration costs state farmers 400 million last year,LIAR,56c73ef3-4fa2-41eb-bcb2-1805496eac2e
half-true,dont take dime dc lobbyists specialinterest pacs never never,LIAR,7f81c207-fc59-42bf-9b39-f084e5d613cd
false,analysis showed bernie sanders would democratic nomination super delegates,LIAR,27ba395b-6509-4b1b-b9f4-6661de6d8883
mostly-true,uncle part first american troops go auschwitz liberate concentration camps,LIAR,ab3f437c-86cb-4346-a8ed-aba6e11df63e
false,florida illegal immigration costs taxpayers nearly 4 billion year amounts 700 every household florida,LIAR,c3cf5735-c63b-4a37-a715-a16a19e5bdc7
half-true,lives lost violence women sexselective abortion female infanticide suicide egregious maternal mortality sexlinked causes lost wars civil strife 20th century,LIAR,6131026a-f384-4dab-894b-b9f277314ed7
barely-true,barack obama pays every dime spending plans,LIAR,24041e6b-7d8f-4c3c-837d-062276c980fe
mostly-true,says mitt romney wrong claim spending obama accelerated pace without precedent recent history actually risen slower time nearly 60 years,LIAR,07b2510f-aba6-471d-b422-e61e93736b37
mostly-true,many quarter students arent even finishing high school,LIAR,53a5bfe0-2ba6-49ca-a334-36f045eaa959
false,us government spends less energy innovation pet food industry invests products,LIAR,7a94a9d4-a290-4dd2-8989-75ad01d150d6
half-true,throughout time elected office barack obama taken multiple positions banning handguns dc handgun ban,LIAR,3685b9bf-f1f7-4951-a2a1-96aad354afed
false,recent economic uptick appears coincide expectation new republican congress,LIAR,4f8c91b9-c266-423b-baef-c692b0dce4a8
mostly-true,system 40 states highestpaid public employee state universitys head football basketball coach,LIAR,726c32b3-0eaa-45b8-ad34-b7492794928f
half-true,us rep jim marshall dga refuses return 37000 dirty campaign contributions us rep charles rangel dny,LIAR,a4306ea3-71b5-40b4-aed6-bb2dc7eaafe8
barely-true,says president barack obama added 65 trillion national debt first term 63 trillion added previous 43 presidents combined,LIAR,90cff92c-5a1e-42cd-882d-095e23473d95
false,says providences mayor david cicilline said city worldclass school system providence worldclass school system measured amongst last school system entire country,LIAR,0e6fdcff-cc4f-4369-926e-89a33e553aab
mostly-true,says recent polls show americans agree republicans federal debt ceiling raised debt deficit dealt mostly cutting spending,LIAR,aada0528-aff1-44ce-8318-52470df7f05a
barely-true,past eight years black youth unemployment,LIAR,3e0dfdc3-9501-4f49-a6ec-6bba3c163962
false,kamala harris adopted nazirooted phrase strength joy campaign slogan,PolitiFact,c1262d81-21db-4e2c-aeb7-1d0e40ad11cf
mostly-true,got million jobs,LIAR,e76f15d1-bd55-4992-a7e9-c403ad668a5c
Correct,british author george orwell said 50 everyone face deserves,Snopes,76214daf-2ede-4ffc-8aca-970b2fd98880
true,27000 rhode island jobs depend trade canada,LIAR,8de214b6-0343-4997-bb56-c34ee992b487
true,five states including georgia hate crimes law,LIAR,e9775f03-320b-4356-be8b-6d31a3e48cba
half-true,13 percent americans lowest ever without health care,LIAR,6b05d00c-005d-412b-bc1a-c9546671a718
barely-true,director fbi said properly vet people coming middle east,LIAR,5d6a965a-aba9-4de7-b546-05fad0efab2b
half-true,says david jolly lobbied plan rep paul ryan would turn medicare voucher program,LIAR,97ec03c3-41a8-4f4c-934b-0515b12b7b42
false,whether wrote provision allowed aig dole bonuses,LIAR,a6a26196-d91b-4607-ba97-2de6e9105710
pants-fire,newt gingrich says electric coops credit unions governmentsponsored enterprises like freddie mac,LIAR,cfe3688c-2ae2-4b39-9763-a099f638e487
half-true,says barack obamas administration admitted money iran nuclear deal would go directly terrorism,LIAR,52ba603e-cbb3-47f3-97ab-a838ee7ce4ff
half-true,many 911 conspirators came muslim brotherhood including osama bin laden ayman zawahiri khalid sheikh mohammed,LIAR,ce16294e-8c47-4f53-8081-3867b9ed4e76
true,since 1980 145 incidents documented suction entrapment swimming pools spas including 36 deaths children,LIAR,bbf29691-df6c-4e3a-b6aa-c1ee6edc38f3
true,says entering diverse class ever us representatives,LIAR,c478ee27-c629-4d23-9369-cefffdaeaa5b
false,serving gubernatorial term,LIAR,a33c2457-0818-465a-b407-41cbd33cb165
mostly-true,new health care law americans longer see coverage dropped capped illness strikes,LIAR,15f65a0e-e466-4806-a3c9-f133851060aa
true,05 09 weve 1100 soldiers commit suicide one every 36 hours,LIAR,b4092c38-b0cd-4238-9a01-d5cd537dfcfc
barely-true,says jeb bush appointed guardian fetus rape survivor,LIAR,23c5e63e-fb26-4091-85fa-4b200a59ee87
mostly-true,top onetenth 1 percent owns almost much wealth bottom 90 percent,LIAR,32ad2333-2997-42f0-93bd-32d1bc4a22de
pants-fire,acorn paid partner census bureau charge going doortodoor collecting data american public,LIAR,6c735951-5e34-4724-bfbe-9e7d2963ba3d
false,bogged war john mccain suggests might go another 100 years,LIAR,a6c548d4-edbd-4dcd-bb84-b384dee188ac
barely-true,says russ feingold supported stimulus plan allowed company create 3000 jobs china,LIAR,85186e6a-f95a-4cf4-8acf-128f4b75a2c3
false,obama administration unwinding nations welfaretowork requirements,LIAR,f8804961-e6e6-434f-8c6b-101e02fa74b2
true,texas children may teacher never spent one minute practicing teaching,LIAR,f24d8739-3eed-4de9-a9ee-c3cbddf58329
half-true,treaty tripoli signed president john adams outreach muslims,LIAR,045dbcc8-a4b5-4c75-969c-8d62c4a2e627
mostly-true,says state budget provide increase state funding 201112 school year,LIAR,cbd9c090-3abe-4bba-ac9e-86480fc7be3f
false,say apples tim cook business indiana,LIAR,71f8bdae-55b6-4b9c-b35d-cd5a5b8754c6
mostly-true,one man new castle del county executive chris coons thought property taxes hiked almost 50 percent,LIAR,baa69108-7a2f-4365-ae19-6a20b92423ad
true,ronald reagan raised national debt 18 times,LIAR,3ca8ac35-ab6a-4974-ba07-a5ceb9c43371
half-true,four countries world legalize abortion five months china north korea canada us,LIAR,7cb65caf-97c2-4f68-b108-b0aa82c57d83
mostly-true,andrew jackson last president actually balanced federal budget national debt,LIAR,8f149572-be09-4c78-b3db-b9e84e3256a8
half-true,wisconsins government accountability board ignored duties regularly audit voters remove felons span 16 elections,LIAR,01e1e223-d9ff-4475-85ea-366c736ed064
half-true,necap proficiency test regiven kids second third time harder questions taken,LIAR,c58a0fe9-5917-4176-81e1-5f9dde34707b
false,says president barack obama debt increased 23 percent less president going back ronald reagan,LIAR,fc471abc-070d-43f2-8d9a-06bcedb1665e
half-true,newt gingrich voted favor establishing department education yet gets debate says get rid department education send education issues back states,LIAR,c2d1ee80-3fae-45b1-8d5a-d25498f899fb
barely-true,fifty percent americans go hungry time lives,LIAR,4b2dfc7b-b3c4-4a26-8586-00354cd9c623
false,changing rules filibusters presidential nominees,LIAR,6bb356e9-4e02-4c0c-b79c-0121d387f854
mostly-true,2013 state law would allow operator iron ore mine northern wisconsin fill pristine streams ponds mine waste,LIAR,120fe500-a315-453c-a22d-bd84c2a595a4
mostly-true,us senelect ron johnsons leadership senate republicans adopted caucus ban earmarks,LIAR,18060ab3-ce04-4a3d-ae2f-a511a89829d1
true,buffett rule bring less 5 billion per year enough pay one weeks interest national debt,LIAR,a22065c2-2332-4469-8eb4-fd04a5730c64
mostly-true,got rid income tax today youd much revenue 10 years ago,LIAR,3e2c03e7-9a87-4e0c-8591-87838326aac4
mostly-true,since welfare reform signed law number families living extreme poverty doubled,LIAR,278d50e6-bfe0-491b-b049-1e23d2c4c118
false,says democratic party created ku klux klan,LIAR,54995d63-4aa3-4479-9eb2-e7951e6d2fa5
pants-fire,nasa scientists fudged numbers make 1998 hottest year overstate extent global warming,LIAR,ea70e52c-bfc0-4061-8eee-1583f54ac89a
false,new jerseys citizens working highest rate three years,LIAR,d7949acc-caeb-4985-bebd-542910c3ed99
false,lot student loans already refinanced federal government,LIAR,1d1b07ba-6194-42d4-8bcf-724905f72fbc
barely-true,obama new christmas tree tax,LIAR,025c571f-bdb1-4f38-b3fd-b108d6ed71fb
Originated,photo authentically depicted tim walz 2024 democratic nominee us vice president blackface,Snopes,10e3fae1-4920-403d-9520-0f7d2a3503ff
barely-true,appointed us attorney president bush sept 10 2001,LIAR,32040439-d95a-46fa-8c35-8996df52c438
half-true,sen george lemieux voted let oil companies hook overturn pollution rules,LIAR,aebdd5eb-6e19-4138-a02a-0e6da7566897
pants-fire,says state sen sheila harsdorf wants eliminate medicare know,LIAR,bcf53086-74b5-495f-8bd9-630e84f78e94
mostly-true,every president raised debt ceiling,LIAR,c1f56be0-b391-4faf-8261-13fc72387b88
false,says debo adegbile nominated serve judge us circuit court appeals abruptly withdrawn administration,LIAR,74525e69-e892-4889-a2ef-0eee8daaa7ff
half-true,60 billion 2010 medicare fraud,LIAR,4ce37331-2cd8-45bb-b2fc-e1855c84930e
true,ninety percent job growth virginia private sector,LIAR,e4b5c6c6-d8f4-491e-9af9-eecb1e907228
true,lost 600000 jobs period last 10 years michigan california done worse,LIAR,fe186c4f-eb04-4faa-858b-821f3c295d4c
false,multitude vaccines prevent deadly crippling diseases,LIAR,718769b6-aaee-447d-843c-acda6c717751
mostly-true,eightyfive percent states united states electrocution abolished,LIAR,f1382590-e4a3-42b1-8a84-e8168e43df9f
half-true,june 30 july 10 cnn interviewed 17 israeli public officials versus onepalestinian official,LIAR,417022b4-270e-4a27-ad55-9cc010dad509
barely-true,handel endorsed gay adoption 2003 running chairwoman fulton county commission,LIAR,176e1715-9066-4d34-9eff-76565a4ca0d8
mostly-true,hate crimes american muslims mosques tripled paris san bernardino,LIAR,2091ed00-ae68-4743-9539-9a066962f174
mostly-true,army cut 40000 spots,LIAR,a64dfbf9-559f-4e78-9985-fdc1fc42fdde
true,six rhode island taxcredit programs worth 35 million three companies got 90 percent cvs two companies even located state rhode island,LIAR,290d47ac-3df8-4d2a-8324-fdb817f066c7
pants-fire,says sal esquivel wants 5 percent state sales tax groceries,LIAR,1630dd88-ec3c-46c2-a79f-97698289d9b1
mostly-true,immigration reports say president barack obama plans roughly scale president george hw bush,LIAR,7cb0fff0-e7ba-4a0a-ae8f-109d829067b9
half-true,obama administration cutting back defense,LIAR,489452ae-791f-4e69-b31d-f8bbd40ca614
mostly-true,lee fishers watch almost nine 10 jobs ohio lost lost states countries,LIAR,963a8d25-a0d1-4de9-9976-3fd5f2f1e283
barely-true,says national cocacola study showed texans love texas residents state love state wisconsinites ranked second,LIAR,3f7b3ae7-289d-4a5f-9347-713257764615
false,comes point last year president especially second term stop nominating supreme court justices court appeals judges,LIAR,3811415e-6d4b-46c2-90ef-38e007c3ca37
mostly-true,latinos nevada support educational savings accounts helping 450000 students access better schools catherine cortez masto,LIAR,01ddc8f5-31cb-48f5-94e1-af77c5455e27
true,recognize salaries faculty lowest new england exception university maine,LIAR,5b0efe0c-d4b7-4ca7-b756-ec860659b8b7
pants-fire,hillary clinton one time late night exhausted misstated immediately apologized happened bosnia 1995,LIAR,563e595b-af5d-41f5-aa6a-481eb178f1c5
half-true,says last five years texas created jobs states combined,LIAR,d8a4b1e2-e603-4749-9fb9-d21fc6ae991f
half-true,tommy thompson made millions corporations outsource american jobs hes trying lavish huge tax breaks,LIAR,e259b2c0-ea84-4325-836c-8ee7d05f4eb8
half-true,jeff mann ethics complaint alleging used county workers campaign work indictable offense,LIAR,859d9266-b989-420b-b172-470dd6325cbd
true,state senator obama even refused support measure stop sex businesses opening near schools places worship,LIAR,0737e38b-b3da-4636-b102-ed5601475741
half-true,80 percent small businesses forced give current plans due new obamacare regulations,LIAR,166551f9-11bf-4b74-a6bc-3f01edca8d57
mostly-true,said hes republican candidate whos actually turned around government economy,LIAR,5880e4b9-d66a-49f7-a6d9-14f07b9d7714
mostly-true,cut deficits almost threequarters,LIAR,860d64ad-c959-472b-86a6-c6c49e9e3319
half-true,didnt inherit money parents,LIAR,8bb824d5-9dec-4caa-9efb-046c00c99cdb
mostly-true,attacks planned parenthood come time poverty rate among women highest nearly two decades 1 5 women 65 dont access health care,LIAR,55207a0f-3790-4184-9de0-d5a606a49b5a
half-true,says 6 20 bicycles parked space required one car,LIAR,36964d2b-898b-4cce-89a9-a03d5d17a5b1
barely-true,obama administration offered magic number people needed sign health care marketplaces,LIAR,02175ff9-851e-48c5-bfe1-7cba9b822463
false,platform republican party says deport everybody hell,LIAR,f1cfd50c-bd6e-45da-b553-7e4d90562f44
mostly-true,part legislative fights abortion rightsmike coffman cosponsored bill redefine rape,LIAR,c5e5742c-83c8-4d34-b374-fc27c73ec71d
true,massachusetts governor mitt romney used lineitem veto cut millions dollars firefighting equipment including firefighters coats pants helmets boots,LIAR,046496cc-75dc-467a-9cf5-824aa4fb3fe9
true,says need photo id purchase sudafed texas,LIAR,95373fc8-fff6-4a7c-bbb2-15a99941818c
mostly-true,medicare began public option holds 97 percent market share,LIAR,667f642e-1250-4581-b95b-52817e698659
false,kamala harris promised amnesty 10 million illegals allowed border czar making eligible social security studies warn lead cuts social security benefits,PolitiFact,f0aa5581-e76e-49c8-bd6d-65143c26eda4
barely-true,one charter school seven years rated unacceptable,LIAR,f9c9da9b-8c93-476a-b690-13d2ac21e280
false,nine americans died listeria outbreak boars head brand meat prioritized hiring refugees virginia,PolitiFact,03ab7d32-5020-4e4c-aa93-a85694fdea29
half-true,since taking office president obama signed law spending increases nearly 25 percent domestic government agencies 84 percent increase include failed stimulus,LIAR,5e53a606-4451-481d-b68e-a44cf2beb75f
false,says hillary clinton donated every cent shes ever earned speaking fees charity,LIAR,39a7a6d0-644a-4ac1-ba4a-e8de9659f0b0
half-true,says scott walker gave 6 million tax breaks corporation told keep money even lay half workforce,LIAR,f7c9e50a-756c-4d1a-ac2a-b4ee4c23e111
true,says state texas rates unacceptable almost 500 states 8000 public schools,LIAR,e7115c63-6861-4f82-8dd0-e672b09c55d2
true,every state women paid less men,LIAR,001ddf47-2c97-460a-b899-d8d48ec7e053
barely-true,says defense department shrinkwrapped 108 billion american money loaded 175 pallets put transport plane iraq passed 100 bills one receipts,LIAR,33e5454f-4244-497b-b1c9-0fb48485c327
barely-true,obama administrations green stimulus program funneled close 2 billion dollars overseas firms creating thousands jobs china,LIAR,b50396ef-afa6-4f54-a619-ed250e049727
half-true,says sam houston opposed slavery governor said texas leave union slavery,LIAR,10202fe1-7d86-4960-8c3c-a2334dea9359
true,wisconsin lost jobs past 12 months state,LIAR,20bd0e86-2edd-47a3-94b7-86f3ec58af5b
false,says david jolly lobbied governmentrun health care last year,LIAR,b46cf9c6-7641-4b28-ac0e-f645c2b8aebe
mostly-true,senate democrats never held supreme court nomination,LIAR,99ef0cb2-0860-43ce-8094-6f28840c04be
false,true since hes president executions iran increased four times,LIAR,8551d1e5-aaca-440c-bce3-565ffe7a8c3b
true,7000 kids new hampshire health care helped create childrens health insurance program,LIAR,44249ce6-912a-40c0-9c68-db842d64f2d5
